date,areaType,areaCode,areaName,cumCasesBySpecimenDate,newCasesBySpecimenDate
18/09/2020,utla,S12000040,West Lothian,624,8
18/09/2020,utla,E06000051,Shropshire,1678,18
18/09/2020,utla,E08000018,Rotherham,2483,25
18/09/2020,utla,N09000009,Mid Ulster,482,6
18/09/2020,utla,W06000008,Ceredigion,96,1
18/09/2020,utla,S12000038,Renfrewshire,931,11
18/09/2020,utla,W06000016,Rhondda Cynon Taf,2519,48
18/09/2020,utla,E06000049,Cheshire East,2691,23
18/09/2020,utla,E10000003,Cambridgeshire,2639,10
18/09/2020,utla,E09000031,Waltham Forest,1370,12
18/09/2020,utla,E09000025,Newham,1773,12
18/09/2020,utla,S12000008,East Ayrshire,527,2
18/09/2020,utla,W06000022,Newport,1123,16
18/09/2020,utla,E10000030,Surrey,5688,36
18/09/2020,utla,W06000006,Wrexham,1485,2
18/09/2020,utla,S12000020,Moray,127,0
18/09/2020,utla,N09000010,"Newry, Mourne and Down",673,29
18/09/2020,utla,E09000021,Kingston upon Thames,913,4
18/09/2020,utla,S12000010,East Lothian,364,3
18/09/2020,utla,E09000015,Harrow,1629,9
18/09/2020,utla,E06000031,Peterborough,1768,14
18/09/2020,utla,E06000011,East Riding of Yorkshire,1870,11
18/09/2020,utla,E08000006,Salford,2551,60
18/09/2020,utla,S12000035,Argyll and Bute,218,2
18/09/2020,utla,E08000012,Liverpool,4357,168
18/09/2020,utla,E10000015,Hertfordshire,5544,43
18/09/2020,utla,E10000020,Norfolk,3367,21
18/09/2020,utla,S12000021,North Ayrshire,487,3
18/09/2020,utla,S12000014,Falkirk,775,4
18/09/2020,utla,S12000041,Angus,532,4
18/09/2020,utla,S12000034,Aberdeenshire,654,7
18/09/2020,utla,W06000001,Isle of Anglesey,502,4
18/09/2020,utla,E10000008,Devon,1499,12
18/09/2020,utla,E08000035,Leeds,6415,128
18/09/2020,utla,S12000011,East Renfrewshire,528,3
18/09/2020,utla,E06000019,"Herefordshire, County of",993,2
18/09/2020,utla,S12000033,Aberdeen City,1252,14
18/09/2020,utla,S12000048,Perth and Kinross,558,5
18/09/2020,utla,E08000013,St. Helens,1728,32
18/09/2020,utla,E06000017,Rutland,126,0
18/09/2020,utla,S12000042,Dundee City,1161,4
18/09/2020,utla,S12000005,Clackmannanshire,214,0
18/09/2020,utla,W06000014,Vale of Glamorgan,871,11
18/09/2020,utla,E06000010,"Kingston upon Hull, City of",1692,7
18/09/2020,utla,S12000030,Stirling,305,7
18/09/2020,utla,E08000029,Solihull,1426,19
18/09/2020,utla,S12000027,Shetland Islands,60,0
18/09/2020,utla,S12000036,City of Edinburgh,2255,36
18/09/2020,utla,E10000023,North Yorkshire,3280,27
18/09/2020,utla,S12000006,Dumfries and Galloway,349,4
18/09/2020,utla,E06000043,Brighton and Hove,1016,4
18/09/2020,utla,S12000013,Na h-Eileanan Siar,10,0
18/09/2020,utla,E10000029,Suffolk,3010,8
18/09/2020,utla,E08000010,Wigan,2925,63
18/09/2020,utla,E08000007,Stockport,2389,22
18/09/2020,utla,E06000052,Cornwall and Isles of Scilly,1127,18
18/09/2020,utla,E08000030,Walsall,2006,36
17/09/2020,utla,E08000024,Sunderland,2498,55
17/09/2020,utla,E06000050,Cheshire West and Chester,2415,14
17/09/2020,utla,E08000015,Wirral,3091,92
17/09/2020,utla,E06000001,Hartlepool,788,7
17/09/2020,utla,E09000007,Camden,960,5
17/09/2020,utla,S12000018,Inverclyde,403,1
17/09/2020,utla,E06000014,York,1115,15
17/09/2020,utla,E06000004,Stockton-on-Tees,1193,17
17/09/2020,utla,E06000015,Derby,1578,16
17/09/2020,utla,E06000056,Central Bedfordshire,1477,12
17/09/2020,utla,E08000001,Bolton,3869,105
17/09/2020,utla,E06000032,Luton,1908,22
17/09/2020,utla,E06000007,Warrington,1920,33
17/09/2020,utla,N09000006,Fermanagh and Omagh,232,4
17/09/2020,utla,E09000029,Sutton,1156,7
17/09/2020,utla,E08000021,Newcastle upon Tyne,2268,45
17/09/2020,utla,E06000022,Bath and North East Somerset,479,5
17/09/2020,utla,E06000012,North East Lincolnshire,278,3
17/09/2020,utla,E06000045,Southampton,1087,12
17/09/2020,utla,E06000025,South Gloucestershire,959,6
17/09/2020,utla,E09000023,Lewisham,1504,9
17/09/2020,utla,W06000004,Denbighshire,873,7
17/09/2020,utla,E06000040,Windsor and Maidenhead,629,8
17/09/2020,utla,E06000024,North Somerset,1067,6
17/09/2020,utla,E06000030,Swindon,1341,3
17/09/2020,utla,E06000002,Middlesbrough,1268,19
17/09/2020,utla,W06000002,Gwynedd,670,4
17/09/2020,utla,E06000047,County Durham,4067,55
17/09/2020,utla,E09000026,Redbridge,1610,19
17/09/2020,utla,E10000012,Essex,6505,28
17/09/2020,utla,W06000020,Torfaen,402,4
17/09/2020,utla,W06000003,Conwy,806,5
17/09/2020,utla,N09000004,Causeway Coast and Glens,453,4
17/09/2020,utla,E09000003,Barnet,2145,11
17/09/2020,utla,E10000031,Warwickshire,3107,19
17/09/2020,utla,W06000005,Flintshire,872,7
17/09/2020,utla,E08000032,Bradford,7743,134
17/09/2020,utla,E06000026,Plymouth,845,7
17/09/2020,utla,E09000010,Enfield,1587,18
17/09/2020,utla,E09000009,Ealing,2028,6
17/09/2020,utla,E06000018,Nottingham,1606,17
17/09/2020,utla,E08000009,Trafford,1992,22
17/09/2020,utla,S12000026,Scottish Borders,462,8
17/09/2020,utla,W06000013,Bridgend,743,26
17/09/2020,utla,E06000035,Medway,1181,0
17/09/2020,utla,E06000033,Southend-on-Sea,822,3
17/09/2020,utla,N09000005,Derry City and Strabane,385,16
17/09/2020,utla,E06000044,Portsmouth,614,7
17/09/2020,utla,E08000023,South Tyneside,1437,41
17/09/2020,utla,E06000027,Torbay,328,1
17/09/2020,utla,E09000027,Richmond upon Thames,758,4
17/09/2020,utla,E09000019,Islington,803,6
17/09/2020,utla,S12000049,Glasgow City,3763,46
17/09/2020,utla,E08000016,Barnsley,2316,11
17/09/2020,utla,E06000037,West Berkshire,564,3
17/09/2020,utla,E08000008,Tameside,2551,45
17/09/2020,utla,W06000011,Swansea,1496,12
17/09/2020,utla,E08000019,Sheffield,5422,54
17/09/2020,utla,E10000019,Lincolnshire,3028,21
17/09/2020,utla,E06000054,Wiltshire,1567,7
17/09/2020,utla,N09000008,Mid and East Antrim,795,9
17/09/2020,utla,E06000046,Isle of Wight,452,2
17/09/2020,utla,E08000036,Wakefield,2419,25
17/09/2020,utla,E10000025,Oxfordshire,3782,18
17/09/2020,utla,E06000041,Wokingham,688,3
17/09/2020,utla,S12000017,Highland,328,7
17/09/2020,utla,E09000005,Brent,2118,12
17/09/2020,utla,W06000009,Pembrokeshire,339,0
17/09/2020,utla,E08000033,Calderdale,1480,20
17/09/2020,utla,E06000034,Thurrock,678,6
17/09/2020,utla,S12000039,West Dunbartonshire,652,9
17/09/2020,utla,E09000024,Merton,1112,2
17/09/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",1111,35
17/09/2020,utla,E10000007,Derbyshire,4148,34
17/09/2020,utla,E08000011,Knowsley,1480,35
17/09/2020,utla,E06000023,"Bristol, City of",1685,12
17/09/2020,utla,E09000012,Hackney and City of London,1371,11
17/09/2020,utla,E06000042,Milton Keynes,1086,4
17/09/2020,utla,E06000057,Northumberland,1975,41
17/09/2020,utla,E09000013,Hammersmith and Fulham,1054,4
17/09/2020,utla,E08000027,Dudley,1672,25
17/09/2020,utla,E06000055,Bedford,1549,2
17/09/2020,utla,E06000059,Dorset,735,4
17/09/2020,utla,S12000019,Midlothian,594,2
17/09/2020,utla,E06000009,Blackpool,1236,14
17/09/2020,utla,E10000013,Gloucestershire,2182,13
17/09/2020,utla,E10000011,East Sussex,1891,5
17/09/2020,utla,E10000027,Somerset,1505,5
17/09/2020,utla,W06000023,Powys,462,1
17/09/2020,utla,W06000012,Neath Port Talbot,751,3
17/09/2020,utla,E08000026,Coventry,2028,29
17/09/2020,utla,E06000021,Stoke-on-Trent,1922,10
17/09/2020,utla,E10000014,Hampshire,5725,21
17/09/2020,utla,E09000014,Haringey,1110,11
17/09/2020,utla,E10000024,Nottinghamshire,3960,25
17/09/2020,utla,E06000016,Leicester,6510,66
17/09/2020,utla,S12000028,South Ayrshire,499,1
17/09/2020,utla,E06000038,Reading,921,3
17/09/2020,utla,W06000019,Blaenau Gwent,444,11
17/09/2020,utla,E08000022,North Tyneside,1255,30
17/09/2020,utla,E06000003,Redcar and Cleveland,852,7
17/09/2020,utla,N09000003,Belfast,2227,32
17/09/2020,utla,E09000004,Bexley,1262,7
17/09/2020,utla,W06000010,Carmarthenshire,929,15
17/09/2020,utla,E09000018,Hounslow,1521,5
17/09/2020,utla,E06000013,North Lincolnshire,848,9
17/09/2020,utla,W06000018,Caerphilly,1281,12
17/09/2020,utla,E08000031,Wolverhampton,1991,22
17/09/2020,utla,E10000006,Cumbria,3269,19
17/09/2020,utla,E06000020,Telford and Wrekin,759,7
17/09/2020,utla,E09000016,Havering,1333,21
17/09/2020,utla,E10000017,Lancashire,10289,129
17/09/2020,utla,E06000006,Halton,1037,49
17/09/2020,utla,E08000004,Oldham,3640,57
17/09/2020,utla,E08000034,Kirklees,3795,58
17/09/2020,utla,N09000011,Ards and North Down,600,17
17/09/2020,utla,E08000014,Sefton,2165,73
17/09/2020,utla,E09000028,Southwark,1819,13
17/09/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",1091,19
17/09/2020,utla,E06000039,Slough,841,2
17/09/2020,utla,N09000001,Antrim and Newtownabbey,760,4
17/09/2020,utla,E10000018,Leicestershire,4285,53
17/09/2020,utla,E09000006,Bromley,1793,6
17/09/2020,utla,E08000025,Birmingham,9163,213
17/09/2020,utla,E09000032,Wandsworth,1632,11
17/09/2020,utla,S12000045,East Dunbartonshire,667,1
17/09/2020,utla,E10000016,Kent,8912,24
17/09/2020,utla,E09000002,Barking and Dagenham,1056,24
17/09/2020,utla,E09000022,Lambeth,1781,6
17/09/2020,utla,E10000028,Staffordshire,4720,41
17/09/2020,utla,E09000033,Westminster,1104,7
17/09/2020,utla,E10000002,Buckinghamshire,2107,12
17/09/2020,utla,E08000005,Rochdale,2837,65
17/09/2020,utla,E10000021,Northamptonshire,4902,20
17/09/2020,utla,E06000008,Blackburn with Darwen,2321,47
17/09/2020,utla,S12000023,Orkney Islands,19,0
17/09/2020,utla,W06000015,Cardiff,2734,30
17/09/2020,utla,S12000029,South Lanarkshire,1732,20
17/09/2020,utla,E06000005,Darlington,690,6
17/09/2020,utla,E08000028,Sandwell,2725,53
17/09/2020,utla,E09000011,Greenwich,1196,7
17/09/2020,utla,E08000002,Bury,2126,61
17/09/2020,utla,S12000047,Fife,1089,17
17/09/2020,utla,N09000007,Lisburn and Castlereagh,799,12
17/09/2020,utla,E09000017,Hillingdon,1516,8
17/09/2020,utla,E08000037,Gateshead,1809,47
17/09/2020,utla,E10000034,Worcestershire,2914,23
17/09/2020,utla,E09000008,Croydon,2167,9
17/09/2020,utla,E06000036,Bracknell Forest,483,6
17/09/2020,utla,W06000024,Merthyr Tydfil,719,7
17/09/2020,utla,E10000032,West Sussex,3310,10
17/09/2020,utla,S12000050,North Lanarkshire,1850,34
17/09/2020,utla,E08000003,Manchester,5803,170
17/09/2020,utla,E08000017,Doncaster,2291,25
17/09/2020,utla,E09000020,Kensington and Chelsea,815,4
17/09/2020,utla,E09000030,Tower Hamlets,1264,19
17/09/2020,utla,W06000021,Monmouthshire,409,2
17/09/2020,utla,E06000051,Shropshire,1660,8
17/09/2020,utla,E08000018,Rotherham,2458,23
17/09/2020,utla,S12000040,West Lothian,616,7
17/09/2020,utla,N09000009,Mid Ulster,476,3
17/09/2020,utla,W06000008,Ceredigion,95,0
17/09/2020,utla,S12000038,Renfrewshire,920,6
17/09/2020,utla,W06000016,Rhondda Cynon Taf,2471,65
17/09/2020,utla,E06000049,Cheshire East,2668,21
17/09/2020,utla,E10000003,Cambridgeshire,2629,5
17/09/2020,utla,E09000031,Waltham Forest,1358,12
17/09/2020,utla,E09000025,Newham,1761,22
17/09/2020,utla,S12000008,East Ayrshire,525,6
17/09/2020,utla,W06000022,Newport,1107,27
17/09/2020,utla,E10000030,Surrey,5652,22
17/09/2020,utla,W06000006,Wrexham,1483,2
17/09/2020,utla,S12000020,Moray,127,1
17/09/2020,utla,N09000010,"Newry, Mourne and Down",644,32
17/09/2020,utla,E09000021,Kingston upon Thames,909,5
17/09/2020,utla,S12000010,East Lothian,361,3
17/09/2020,utla,E09000015,Harrow,1620,13
17/09/2020,utla,E06000031,Peterborough,1754,6
17/09/2020,utla,E06000011,East Riding of Yorkshire,1859,13
17/09/2020,utla,E08000006,Salford,2491,47
17/09/2020,utla,S12000035,Argyll and Bute,216,3
17/09/2020,utla,E08000012,Liverpool,4189,161
17/09/2020,utla,E10000015,Hertfordshire,5501,39
17/09/2020,utla,E10000020,Norfolk,3346,11
17/09/2020,utla,S12000021,North Ayrshire,484,2
17/09/2020,utla,S12000014,Falkirk,771,5
17/09/2020,utla,S12000041,Angus,528,0
17/09/2020,utla,S12000034,Aberdeenshire,647,0
17/09/2020,utla,W06000001,Isle of Anglesey,498,2
17/09/2020,utla,E10000008,Devon,1487,3
17/09/2020,utla,E08000035,Leeds,6287,132
17/09/2020,utla,S12000011,East Renfrewshire,525,9
17/09/2020,utla,E06000019,"Herefordshire, County of",991,1
17/09/2020,utla,S12000033,Aberdeen City,1238,9
17/09/2020,utla,S12000048,Perth and Kinross,553,4
17/09/2020,utla,E08000013,St. Helens,1696,37
17/09/2020,utla,E06000017,Rutland,126,0
17/09/2020,utla,S12000042,Dundee City,1157,2
17/09/2020,utla,S12000005,Clackmannanshire,214,0
17/09/2020,utla,W06000014,Vale of Glamorgan,860,11
17/09/2020,utla,E06000010,"Kingston upon Hull, City of",1685,7
17/09/2020,utla,S12000030,Stirling,298,4
17/09/2020,utla,E08000029,Solihull,1407,27
17/09/2020,utla,S12000027,Shetland Islands,60,0
17/09/2020,utla,E10000023,North Yorkshire,3253,39
17/09/2020,utla,S12000036,City of Edinburgh,2219,48
17/09/2020,utla,S12000006,Dumfries and Galloway,345,2
17/09/2020,utla,E06000043,Brighton and Hove,1012,1
17/09/2020,utla,S12000013,Na h-Eileanan Siar,10,0
17/09/2020,utla,E10000029,Suffolk,3002,11
17/09/2020,utla,E08000010,Wigan,2862,67
17/09/2020,utla,E08000007,Stockport,2367,42
17/09/2020,utla,E06000052,Cornwall and Isles of Scilly,1109,15
17/09/2020,utla,E08000030,Walsall,1970,28
16/09/2020,utla,E08000024,Sunderland,2443,51
16/09/2020,utla,E06000050,Cheshire West and Chester,2401,28
16/09/2020,utla,E08000015,Wirral,2999,75
16/09/2020,utla,E06000001,Hartlepool,781,10
16/09/2020,utla,E09000007,Camden,955,5
16/09/2020,utla,S12000018,Inverclyde,402,2
16/09/2020,utla,E06000014,York,1100,10
16/09/2020,utla,E06000004,Stockton-on-Tees,1176,10
16/09/2020,utla,E06000015,Derby,1562,16
16/09/2020,utla,E06000056,Central Bedfordshire,1465,8
16/09/2020,utla,E08000001,Bolton,3764,92
16/09/2020,utla,E06000032,Luton,1886,13
16/09/2020,utla,E06000007,Warrington,1887,42
16/09/2020,utla,N09000006,Fermanagh and Omagh,228,8
16/09/2020,utla,E09000029,Sutton,1149,2
16/09/2020,utla,E06000022,Bath and North East Somerset,474,2
16/09/2020,utla,E08000021,Newcastle upon Tyne,2223,63
16/09/2020,utla,E06000012,North East Lincolnshire,275,1
16/09/2020,utla,E06000045,Southampton,1075,7
16/09/2020,utla,E06000025,South Gloucestershire,953,6
16/09/2020,utla,E09000023,Lewisham,1495,12
16/09/2020,utla,W06000004,Denbighshire,866,6
16/09/2020,utla,E06000040,Windsor and Maidenhead,621,3
16/09/2020,utla,E06000024,North Somerset,1061,2
16/09/2020,utla,E06000030,Swindon,1338,2
16/09/2020,utla,E06000002,Middlesbrough,1249,6
16/09/2020,utla,W06000002,Gwynedd,666,2
16/09/2020,utla,E06000047,County Durham,4012,37
16/09/2020,utla,E09000026,Redbridge,1591,14
16/09/2020,utla,E10000012,Essex,6477,32
16/09/2020,utla,W06000020,Torfaen,398,1
16/09/2020,utla,W06000003,Conwy,801,5
16/09/2020,utla,N09000004,Causeway Coast and Glens,449,2
16/09/2020,utla,E09000003,Barnet,2134,12
16/09/2020,utla,E10000031,Warwickshire,3088,41
16/09/2020,utla,W06000005,Flintshire,865,8
16/09/2020,utla,E08000032,Bradford,7609,115
16/09/2020,utla,E06000026,Plymouth,838,4
16/09/2020,utla,E09000010,Enfield,1569,13
16/09/2020,utla,E09000009,Ealing,2022,13
16/09/2020,utla,E08000009,Trafford,1970,29
16/09/2020,utla,E06000018,Nottingham,1589,14
16/09/2020,utla,S12000026,Scottish Borders,454,20
16/09/2020,utla,E06000035,Medway,1181,3
16/09/2020,utla,E06000033,Southend-on-Sea,819,1
16/09/2020,utla,N09000005,Derry City and Strabane,369,13
16/09/2020,utla,E06000044,Portsmouth,607,2
16/09/2020,utla,E08000023,South Tyneside,1396,29
16/09/2020,utla,E06000027,Torbay,327,3
16/09/2020,utla,E09000027,Richmond upon Thames,754,2
16/09/2020,utla,E09000019,Islington,797,12
16/09/2020,utla,S12000049,Glasgow City,3717,56
16/09/2020,utla,E08000016,Barnsley,2305,11
16/09/2020,utla,E06000037,West Berkshire,561,1
16/09/2020,utla,E08000008,Tameside,2506,45
16/09/2020,utla,W06000011,Swansea,1484,9
16/09/2020,utla,E08000019,Sheffield,5368,61
16/09/2020,utla,E10000019,Lincolnshire,3007,31
16/09/2020,utla,E06000054,Wiltshire,1560,10
16/09/2020,utla,N09000008,Mid and East Antrim,786,3
16/09/2020,utla,E06000046,Isle of Wight,450,0
16/09/2020,utla,E08000036,Wakefield,2394,18
16/09/2020,utla,E10000025,Oxfordshire,3764,18
16/09/2020,utla,E06000041,Wokingham,685,2
16/09/2020,utla,S12000017,Highland,321,8
16/09/2020,utla,W06000013,Bridgend,717,13
16/09/2020,utla,E09000005,Brent,2106,9
16/09/2020,utla,E08000033,Calderdale,1460,21
16/09/2020,utla,W06000009,Pembrokeshire,339,0
16/09/2020,utla,E06000034,Thurrock,672,2
16/09/2020,utla,S12000039,West Dunbartonshire,643,12
16/09/2020,utla,E09000024,Merton,1110,5
16/09/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",1076,23
16/09/2020,utla,E10000007,Derbyshire,4114,33
16/09/2020,utla,E08000011,Knowsley,1445,39
16/09/2020,utla,E06000023,"Bristol, City of",1673,7
16/09/2020,utla,E09000012,Hackney and City of London,1360,5
16/09/2020,utla,E06000042,Milton Keynes,1082,10
16/09/2020,utla,E06000057,Northumberland,1934,43
16/09/2020,utla,E09000013,Hammersmith and Fulham,1050,8
16/09/2020,utla,E08000027,Dudley,1647,13
16/09/2020,utla,E06000055,Bedford,1547,10
16/09/2020,utla,E06000059,Dorset,731,5
16/09/2020,utla,S12000019,Midlothian,592,3
16/09/2020,utla,E10000013,Gloucestershire,2169,7
16/09/2020,utla,E06000009,Blackpool,1222,15
16/09/2020,utla,E10000011,East Sussex,1886,3
16/09/2020,utla,E10000027,Somerset,1500,2
16/09/2020,utla,W06000023,Powys,461,1
16/09/2020,utla,W06000012,Neath Port Talbot,748,4
16/09/2020,utla,E06000021,Stoke-on-Trent,1912,13
16/09/2020,utla,E08000026,Coventry,1999,19
16/09/2020,utla,E10000014,Hampshire,5704,16
16/09/2020,utla,E09000014,Haringey,1099,11
16/09/2020,utla,E10000024,Nottinghamshire,3935,33
16/09/2020,utla,E06000016,Leicester,6444,53
16/09/2020,utla,S12000028,South Ayrshire,498,4
16/09/2020,utla,E06000038,Reading,918,1
16/09/2020,utla,W06000019,Blaenau Gwent,433,8
16/09/2020,utla,E08000022,North Tyneside,1225,21
16/09/2020,utla,E06000003,Redcar and Cleveland,845,11
16/09/2020,utla,N09000003,Belfast,2195,40
16/09/2020,utla,E09000004,Bexley,1255,2
16/09/2020,utla,W06000010,Carmarthenshire,914,13
16/09/2020,utla,E09000018,Hounslow,1516,9
16/09/2020,utla,E06000013,North Lincolnshire,839,2
16/09/2020,utla,W06000018,Caerphilly,1269,19
16/09/2020,utla,E08000031,Wolverhampton,1969,26
16/09/2020,utla,E10000006,Cumbria,3250,13
16/09/2020,utla,E06000020,Telford and Wrekin,752,7
16/09/2020,utla,E09000016,Havering,1312,9
16/09/2020,utla,E10000017,Lancashire,10160,198
16/09/2020,utla,E06000006,Halton,988,47
16/09/2020,utla,E08000004,Oldham,3583,69
16/09/2020,utla,E08000034,Kirklees,3737,77
16/09/2020,utla,N09000011,Ards and North Down,583,9
16/09/2020,utla,E08000014,Sefton,2092,47
16/09/2020,utla,E09000028,Southwark,1806,12
16/09/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",1072,12
16/09/2020,utla,E06000039,Slough,839,4
16/09/2020,utla,N09000001,Antrim and Newtownabbey,756,5
16/09/2020,utla,E10000018,Leicestershire,4232,31
16/09/2020,utla,E09000006,Bromley,1787,4
16/09/2020,utla,E08000025,Birmingham,8950,179
16/09/2020,utla,E09000032,Wandsworth,1621,9
16/09/2020,utla,S12000045,East Dunbartonshire,666,6
16/09/2020,utla,E10000016,Kent,8888,19
16/09/2020,utla,E09000002,Barking and Dagenham,1032,9
16/09/2020,utla,E09000022,Lambeth,1775,5
16/09/2020,utla,E10000028,Staffordshire,4679,40
16/09/2020,utla,E09000033,Westminster,1097,10
16/09/2020,utla,E10000002,Buckinghamshire,2095,7
16/09/2020,utla,E08000005,Rochdale,2772,57
16/09/2020,utla,E10000021,Northamptonshire,4882,30
16/09/2020,utla,E06000008,Blackburn with Darwen,2274,57
16/09/2020,utla,S12000023,Orkney Islands,19,2
16/09/2020,utla,W06000015,Cardiff,2704,20
16/09/2020,utla,S12000029,South Lanarkshire,1712,15
16/09/2020,utla,E06000005,Darlington,684,5
16/09/2020,utla,E08000028,Sandwell,2672,44
16/09/2020,utla,E09000011,Greenwich,1189,6
16/09/2020,utla,E08000002,Bury,2065,53
16/09/2020,utla,S12000047,Fife,1072,5
16/09/2020,utla,N09000007,Lisburn and Castlereagh,787,18
16/09/2020,utla,E08000037,Gateshead,1762,43
16/09/2020,utla,E09000017,Hillingdon,1508,23
16/09/2020,utla,E10000034,Worcestershire,2891,15
16/09/2020,utla,E09000008,Croydon,2158,8
16/09/2020,utla,E06000036,Bracknell Forest,477,0
16/09/2020,utla,W06000024,Merthyr Tydfil,712,22
16/09/2020,utla,E10000032,West Sussex,3300,17
16/09/2020,utla,S12000050,North Lanarkshire,1816,29
16/09/2020,utla,E08000003,Manchester,5633,182
16/09/2020,utla,E08000017,Doncaster,2266,29
16/09/2020,utla,E09000020,Kensington and Chelsea,811,5
16/09/2020,utla,E09000030,Tower Hamlets,1245,13
16/09/2020,utla,W06000021,Monmouthshire,407,3
16/09/2020,utla,E06000051,Shropshire,1652,13
16/09/2020,utla,E08000018,Rotherham,2435,18
16/09/2020,utla,N09000009,Mid Ulster,473,2
16/09/2020,utla,S12000040,West Lothian,609,5
16/09/2020,utla,W06000008,Ceredigion,95,1
16/09/2020,utla,S12000038,Renfrewshire,914,12
16/09/2020,utla,W06000016,Rhondda Cynon Taf,2406,46
16/09/2020,utla,E06000049,Cheshire East,2647,19
16/09/2020,utla,E10000003,Cambridgeshire,2624,7
16/09/2020,utla,E09000031,Waltham Forest,1346,17
16/09/2020,utla,E09000025,Newham,1739,15
16/09/2020,utla,S12000008,East Ayrshire,519,2
16/09/2020,utla,W06000022,Newport,1080,12
16/09/2020,utla,E10000030,Surrey,5630,25
16/09/2020,utla,W06000006,Wrexham,1481,2
16/09/2020,utla,S12000020,Moray,126,2
16/09/2020,utla,N09000010,"Newry, Mourne and Down",612,8
16/09/2020,utla,E09000021,Kingston upon Thames,904,5
16/09/2020,utla,S12000010,East Lothian,358,8
16/09/2020,utla,E09000015,Harrow,1607,8
16/09/2020,utla,E06000031,Peterborough,1748,6
16/09/2020,utla,E06000011,East Riding of Yorkshire,1846,9
16/09/2020,utla,E08000006,Salford,2444,71
16/09/2020,utla,S12000035,Argyll and Bute,213,6
16/09/2020,utla,E08000012,Liverpool,4028,123
16/09/2020,utla,E10000015,Hertfordshire,5462,47
16/09/2020,utla,E10000020,Norfolk,3335,9
16/09/2020,utla,S12000021,North Ayrshire,482,3
16/09/2020,utla,S12000014,Falkirk,766,8
16/09/2020,utla,S12000041,Angus,528,2
16/09/2020,utla,S12000034,Aberdeenshire,647,3
16/09/2020,utla,W06000001,Isle of Anglesey,496,5
16/09/2020,utla,E10000008,Devon,1484,4
16/09/2020,utla,E08000035,Leeds,6155,135
16/09/2020,utla,S12000011,East Renfrewshire,516,5
16/09/2020,utla,E06000019,"Herefordshire, County of",990,2
16/09/2020,utla,S12000033,Aberdeen City,1229,9
16/09/2020,utla,S12000048,Perth and Kinross,549,1
16/09/2020,utla,E08000013,St. Helens,1659,47
16/09/2020,utla,E06000017,Rutland,126,2
16/09/2020,utla,S12000042,Dundee City,1155,10
16/09/2020,utla,S12000005,Clackmannanshire,214,0
16/09/2020,utla,W06000014,Vale of Glamorgan,849,3
16/09/2020,utla,E06000010,"Kingston upon Hull, City of",1678,4
16/09/2020,utla,S12000030,Stirling,294,4
16/09/2020,utla,E08000029,Solihull,1380,17
16/09/2020,utla,S12000027,Shetland Islands,60,3
16/09/2020,utla,E10000023,North Yorkshire,3214,34
16/09/2020,utla,S12000036,City of Edinburgh,2171,31
16/09/2020,utla,S12000006,Dumfries and Galloway,343,2
16/09/2020,utla,E06000043,Brighton and Hove,1011,8
16/09/2020,utla,S12000013,Na h-Eileanan Siar,10,0
16/09/2020,utla,E10000029,Suffolk,2991,7
16/09/2020,utla,E08000010,Wigan,2795,65
16/09/2020,utla,E08000007,Stockport,2325,32
16/09/2020,utla,E06000052,Cornwall and Isles of Scilly,1094,8
16/09/2020,utla,E08000030,Walsall,1942,26
15/09/2020,utla,E08000024,Sunderland,2392,33
15/09/2020,utla,E06000050,Cheshire West and Chester,2373,13
15/09/2020,utla,E08000015,Wirral,2924,74
15/09/2020,utla,E06000001,Hartlepool,771,6
15/09/2020,utla,E09000007,Camden,950,10
15/09/2020,utla,S12000018,Inverclyde,400,3
15/09/2020,utla,E06000014,York,1090,5
15/09/2020,utla,E06000004,Stockton-on-Tees,1166,10
15/09/2020,utla,E06000015,Derby,1546,7
15/09/2020,utla,E06000056,Central Bedfordshire,1457,12
15/09/2020,utla,E08000001,Bolton,3672,75
15/09/2020,utla,E06000032,Luton,1873,6
15/09/2020,utla,E06000007,Warrington,1845,29
15/09/2020,utla,N09000006,Fermanagh and Omagh,220,4
15/09/2020,utla,E09000029,Sutton,1147,1
15/09/2020,utla,E06000022,Bath and North East Somerset,472,5
15/09/2020,utla,E08000021,Newcastle upon Tyne,2160,49
15/09/2020,utla,E06000012,North East Lincolnshire,274,2
15/09/2020,utla,E06000045,Southampton,1068,3
15/09/2020,utla,E06000025,South Gloucestershire,947,8
15/09/2020,utla,E09000023,Lewisham,1483,9
15/09/2020,utla,W06000004,Denbighshire,860,2
15/09/2020,utla,E06000024,North Somerset,1059,12
15/09/2020,utla,E06000030,Swindon,1336,1
15/09/2020,utla,E06000040,Windsor and Maidenhead,618,4
15/09/2020,utla,E06000002,Middlesbrough,1243,7
15/09/2020,utla,W06000002,Gwynedd,664,3
15/09/2020,utla,E06000047,County Durham,3975,32
15/09/2020,utla,E09000026,Redbridge,1577,28
15/09/2020,utla,W06000020,Torfaen,397,1
15/09/2020,utla,E10000012,Essex,6445,39
15/09/2020,utla,W06000003,Conwy,796,2
15/09/2020,utla,N09000004,Causeway Coast and Glens,447,2
15/09/2020,utla,E09000003,Barnet,2122,10
