date,areaType,areaCode,areaName,cumCasesBySpecimenDate,newCasesBySpecimenDate
26/05/2020,utla,E06000017,Rutland,70,0
26/05/2020,utla,S12000042,Dundee City,945,5
26/05/2020,utla,S12000005,Clackmannanshire,185,0
26/05/2020,utla,W06000014,Vale of Glamorgan,655,5
26/05/2020,utla,S12000030,Stirling,218,1
26/05/2020,utla,E08000029,Solihull,824,3
26/05/2020,utla,E06000010,"Kingston upon Hull, City of",1265,17
26/05/2020,utla,S12000006,Dumfries and Galloway,283,0
26/05/2020,utla,E10000023,North Yorkshire,2143,15
26/05/2020,utla,S12000036,City of Edinburgh,1704,8
26/05/2020,utla,S12000027,Shetland Islands,54,0
26/05/2020,utla,E06000043,Brighton and Hove,625,13
26/05/2020,utla,S12000013,Na h-Eileanan Siar,6,0
26/05/2020,utla,E10000029,Suffolk,2404,15
26/05/2020,utla,E08000007,Stockport,1456,6
26/05/2020,utla,E08000010,Wigan,1959,12
26/05/2020,utla,E06000052,Cornwall and Isles of Scilly,814,5
26/05/2020,utla,E08000030,Walsall,1352,6
25/05/2020,utla,E08000024,Sunderland,1705,2
25/05/2020,utla,E06000050,Cheshire West and Chester,1600,8
25/05/2020,utla,E08000015,Wirral,1734,15
25/05/2020,utla,E06000001,Hartlepool,518,0
25/05/2020,utla,E09000007,Camden,665,1
25/05/2020,utla,E06000014,York,818,7
25/05/2020,utla,S12000018,Inverclyde,343,2
25/05/2020,utla,E06000015,Derby,950,13
25/05/2020,utla,E06000056,Central Bedfordshire,950,13
25/05/2020,utla,E06000004,Stockton-on-Tees,788,8
25/05/2020,utla,E08000001,Bolton,1456,9
25/05/2020,utla,E06000032,Luton,1062,12
25/05/2020,utla,E09000029,Sutton,940,0
25/05/2020,utla,E06000007,Warrington,1152,9
25/05/2020,utla,E06000022,Bath and North East Somerset,321,1
25/05/2020,utla,N09000006,Fermanagh and Omagh,166,0
25/05/2020,utla,E06000012,North East Lincolnshire,169,0
25/05/2020,utla,E08000021,Newcastle upon Tyne,1363,2
25/05/2020,utla,E09000023,Lewisham,1148,4
25/05/2020,utla,E06000045,Southampton,806,1
25/05/2020,utla,E06000025,South Gloucestershire,697,1
25/05/2020,utla,W06000004,Denbighshire,578,13
25/05/2020,utla,E06000024,North Somerset,746,14
25/05/2020,utla,E06000030,Swindon,648,1
25/05/2020,utla,E06000002,Middlesbrough,855,3
25/05/2020,utla,E06000040,Windsor and Maidenhead,358,1
25/05/2020,utla,E06000047,County Durham,3024,17
25/05/2020,utla,E10000012,Essex,4819,26
25/05/2020,utla,W06000002,Gwynedd,405,3
25/05/2020,utla,E09000026,Redbridge,1014,2
25/05/2020,utla,W06000020,Torfaen,345,1
25/05/2020,utla,N09000004,Causeway Coast and Glens,248,2
25/05/2020,utla,E06000026,Plymouth,610,4
25/05/2020,utla,W06000005,Flintshire,520,3
25/05/2020,utla,E10000031,Warwickshire,2105,18
25/05/2020,utla,E08000032,Bradford,2508,30
25/05/2020,utla,W06000003,Conwy,512,6
25/05/2020,utla,E09000003,Barnet,1523,1
25/05/2020,utla,E09000010,Enfield,1118,2
25/05/2020,utla,E08000009,Trafford,1059,9
25/05/2020,utla,E06000018,Nottingham,945,11
25/05/2020,utla,S12000026,Scottish Borders,337,0
25/05/2020,utla,E06000035,Medway,931,2
25/05/2020,utla,E09000009,Ealing,1441,5
25/05/2020,utla,W06000013,Bridgend,517,1
25/05/2020,utla,E06000033,Southend-on-Sea,503,24
25/05/2020,utla,E06000044,Portsmouth,469,1
25/05/2020,utla,E06000027,Torbay,267,1
25/05/2020,utla,N09000005,Derry City and Strabane,205,3
25/05/2020,utla,E08000023,South Tyneside,901,2
25/05/2020,utla,E09000019,Islington,517,2
25/05/2020,utla,E09000027,Richmond upon Thames,502,5
25/05/2020,utla,S12000049,Glasgow City,2373,22
25/05/2020,utla,E06000054,Wiltshire,1104,7
25/05/2020,utla,E08000008,Tameside,1139,13
25/05/2020,utla,E08000016,Barnsley,1334,30
25/05/2020,utla,E10000019,Lincolnshire,2031,29
25/05/2020,utla,E08000019,Sheffield,3137,19
25/05/2020,utla,W06000011,Swansea,1277,4
25/05/2020,utla,E06000037,West Berkshire,449,1
25/05/2020,utla,E06000041,Wokingham,548,0
25/05/2020,utla,E06000046,Isle of Wight,376,1
25/05/2020,utla,E08000036,Wakefield,1295,14
25/05/2020,utla,E10000025,Oxfordshire,2762,12
25/05/2020,utla,N09000008,Mid and East Antrim,333,5
25/05/2020,utla,E09000005,Brent,1630,1
25/05/2020,utla,S12000017,Highland,206,0
25/05/2020,utla,E09000024,Merton,882,0
25/05/2020,utla,E06000034,Thurrock,445,5
25/05/2020,utla,E08000033,Calderdale,517,4
25/05/2020,utla,E06000023,"Bristol, City of",1092,3
25/05/2020,utla,E10000007,Derbyshire,2770,33
25/05/2020,utla,W06000009,Pembrokeshire,278,0
25/05/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",705,4
25/05/2020,utla,E08000011,Knowsley,881,1
25/05/2020,utla,E09000012,Hackney and City of London,762,1
25/05/2020,utla,S12000039,West Dunbartonshire,415,1
25/05/2020,utla,E08000027,Dudley,1187,7
25/05/2020,utla,E09000013,Hammersmith and Fulham,703,1
25/05/2020,utla,E06000042,Milton Keynes,769,0
25/05/2020,utla,E06000057,Northumberland,1423,10
25/05/2020,utla,E06000055,Bedford,904,4
25/05/2020,utla,E06000059,Dorset,557,1
25/05/2020,utla,E06000009,Blackpool,835,12
25/05/2020,utla,E10000027,Somerset,1034,14
25/05/2020,utla,E10000013,Gloucestershire,1755,5
25/05/2020,utla,S12000019,Midlothian,517,2
25/05/2020,utla,E06000021,Stoke-on-Trent,1095,12
25/05/2020,utla,E08000026,Coventry,1202,6
25/05/2020,utla,E10000011,East Sussex,1265,16
25/05/2020,utla,W06000023,Powys,287,3
25/05/2020,utla,W06000012,Neath Port Talbot,608,0
25/05/2020,utla,E10000014,Hampshire,4703,28
25/05/2020,utla,E09000014,Haringey,709,1
25/05/2020,utla,E06000016,Leicester,1651,26
25/05/2020,utla,E10000024,Nottinghamshire,2369,15
25/05/2020,utla,S12000028,South Ayrshire,386,5
25/05/2020,utla,E06000038,Reading,705,3
25/05/2020,utla,E08000022,North Tyneside,833,5
25/05/2020,utla,W06000019,Blaenau Gwent,333,2
25/05/2020,utla,E06000003,Redcar and Cleveland,628,4
25/05/2020,utla,E09000004,Bexley,972,0
25/05/2020,utla,E06000013,North Lincolnshire,659,8
25/05/2020,utla,E09000018,Hounslow,948,2
25/05/2020,utla,E09000016,Havering,879,2
25/05/2020,utla,W06000010,Carmarthenshire,735,2
25/05/2020,utla,E10000006,Cumbria,2494,2
25/05/2020,utla,E10000017,Lancashire,5496,69
25/05/2020,utla,E06000020,Telford and Wrekin,506,5
25/05/2020,utla,E08000031,Wolverhampton,1207,7
25/05/2020,utla,E06000006,Halton,607,3
25/05/2020,utla,N09000003,Belfast,1324,8
25/05/2020,utla,E08000034,Kirklees,1359,5
25/05/2020,utla,W06000018,Caerphilly,693,3
25/05/2020,utla,N09000011,Ards and North Down,356,3
25/05/2020,utla,E08000004,Oldham,1318,16
25/05/2020,utla,E09000028,Southwark,1388,1
25/05/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",758,1
25/05/2020,utla,N09000001,Antrim and Newtownabbey,423,3
25/05/2020,utla,E06000039,Slough,548,1
25/05/2020,utla,E08000014,Sefton,1354,5
25/05/2020,utla,E09000006,Bromley,1467,3
25/05/2020,utla,E10000016,Kent,6157,69
25/05/2020,utla,E09000032,Wandsworth,1102,0
25/05/2020,utla,E08000025,Birmingham,4191,16
25/05/2020,utla,E10000018,Leicestershire,2162,27
25/05/2020,utla,E09000002,Barking and Dagenham,657,3
25/05/2020,utla,E09000022,Lambeth,1318,1
25/05/2020,utla,S12000045,East Dunbartonshire,495,6
25/05/2020,utla,E10000028,Staffordshire,3075,18
25/05/2020,utla,E09000033,Westminster,725,0
25/05/2020,utla,E10000002,Buckinghamshire,1437,9
25/05/2020,utla,E06000008,Blackburn with Darwen,750,3
25/05/2020,utla,E08000005,Rochdale,1035,9
25/05/2020,utla,E10000021,Northamptonshire,2386,37
25/05/2020,utla,W06000015,Cardiff,2053,11
25/05/2020,utla,S12000023,Orkney Islands,7,0
25/05/2020,utla,E06000005,Darlington,545,4
25/05/2020,utla,S12000029,South Lanarkshire,1241,6
25/05/2020,utla,E08000002,Bury,1045,7
25/05/2020,utla,E08000028,Sandwell,1416,6
25/05/2020,utla,E09000011,Greenwich,883,2
25/05/2020,utla,N09000007,Lisburn and Castlereagh,450,6
25/05/2020,utla,S12000047,Fife,895,6
25/05/2020,utla,E09000008,Croydon,1782,6
25/05/2020,utla,E09000017,Hillingdon,1008,3
25/05/2020,utla,E08000037,Gateshead,1230,2
25/05/2020,utla,E10000034,Worcestershire,2131,11
25/05/2020,utla,E06000036,Bracknell Forest,338,5
25/05/2020,utla,W06000024,Merthyr Tydfil,404,10
25/05/2020,utla,S12000050,North Lanarkshire,1267,9
25/05/2020,utla,E10000032,West Sussex,2417,13
25/05/2020,utla,E08000017,Doncaster,1448,22
25/05/2020,utla,E08000003,Manchester,2237,24
25/05/2020,utla,E09000020,Kensington and Chelsea,527,0
25/05/2020,utla,E09000030,Tower Hamlets,743,1
25/05/2020,utla,E08000018,Rotherham,1388,16
25/05/2020,utla,W06000021,Monmouthshire,353,4
25/05/2020,utla,E06000051,Shropshire,1074,12
25/05/2020,utla,N09000009,Mid Ulster,370,1
25/05/2020,utla,S12000038,Renfrewshire,658,4
25/05/2020,utla,E06000049,Cheshire East,1787,14
25/05/2020,utla,S12000040,West Lothian,470,1
25/05/2020,utla,W06000008,Ceredigion,42,0
25/05/2020,utla,E09000025,Newham,1174,2
25/05/2020,utla,E10000003,Cambridgeshire,1898,9
25/05/2020,utla,W06000016,Rhondda Cynon Taf,1606,15
25/05/2020,utla,E09000031,Waltham Forest,946,2
25/05/2020,utla,S12000020,Moray,85,0
25/05/2020,utla,E10000030,Surrey,4240,19
25/05/2020,utla,S12000008,East Ayrshire,413,1
25/05/2020,utla,E09000015,Harrow,1203,0
25/05/2020,utla,W06000022,Newport,837,1
25/05/2020,utla,E09000021,Kingston upon Thames,695,3
25/05/2020,utla,W06000006,Wrexham,625,11
25/05/2020,utla,E06000011,East Riding of Yorkshire,1380,47
25/05/2020,utla,S12000010,East Lothian,268,2
25/05/2020,utla,E06000031,Peterborough,957,12
25/05/2020,utla,N09000010,"Newry, Mourne and Down",319,3
25/05/2020,utla,S12000035,Argyll and Bute,155,0
25/05/2020,utla,E08000006,Salford,1129,5
25/05/2020,utla,E08000012,Liverpool,2192,14
25/05/2020,utla,E10000015,Hertfordshire,3722,19
25/05/2020,utla,S12000014,Falkirk,603,0
25/05/2020,utla,E10000020,Norfolk,2616,13
25/05/2020,utla,S12000021,North Ayrshire,364,5
25/05/2020,utla,W06000001,Isle of Anglesey,211,3
25/05/2020,utla,S12000034,Aberdeenshire,459,0
25/05/2020,utla,S12000041,Angus,445,0
25/05/2020,utla,E08000035,Leeds,3017,15
25/05/2020,utla,S12000011,East Renfrewshire,341,2
25/05/2020,utla,E10000008,Devon,1128,3
25/05/2020,utla,E06000019,"Herefordshire, County of",661,9
25/05/2020,utla,S12000033,Aberdeen City,801,3
25/05/2020,utla,S12000048,Perth and Kinross,335,0
25/05/2020,utla,E08000013,St. Helens,1108,5
25/05/2020,utla,E06000017,Rutland,70,1
25/05/2020,utla,S12000042,Dundee City,940,5
25/05/2020,utla,S12000005,Clackmannanshire,185,0
25/05/2020,utla,W06000014,Vale of Glamorgan,650,8
25/05/2020,utla,S12000030,Stirling,217,0
25/05/2020,utla,E08000029,Solihull,821,3
25/05/2020,utla,E06000010,"Kingston upon Hull, City of",1248,21
25/05/2020,utla,S12000006,Dumfries and Galloway,283,1
25/05/2020,utla,E10000023,North Yorkshire,2128,16
25/05/2020,utla,S12000036,City of Edinburgh,1696,12
25/05/2020,utla,S12000027,Shetland Islands,54,0
25/05/2020,utla,E06000043,Brighton and Hove,612,5
25/05/2020,utla,S12000013,Na h-Eileanan Siar,6,0
25/05/2020,utla,E10000029,Suffolk,2389,10
25/05/2020,utla,E08000007,Stockport,1450,8
25/05/2020,utla,E08000010,Wigan,1947,8
25/05/2020,utla,E06000052,Cornwall and Isles of Scilly,809,5
25/05/2020,utla,E08000030,Walsall,1346,7
24/05/2020,utla,E08000024,Sunderland,1703,8
24/05/2020,utla,E06000050,Cheshire West and Chester,1592,16
24/05/2020,utla,E08000015,Wirral,1719,21
24/05/2020,utla,E06000001,Hartlepool,518,1
24/05/2020,utla,E09000007,Camden,664,2
24/05/2020,utla,E06000014,York,811,3
24/05/2020,utla,S12000018,Inverclyde,341,0
24/05/2020,utla,E06000015,Derby,937,6
24/05/2020,utla,E06000056,Central Bedfordshire,937,8
24/05/2020,utla,E06000004,Stockton-on-Tees,780,10
24/05/2020,utla,E08000001,Bolton,1447,9
24/05/2020,utla,E06000032,Luton,1050,10
24/05/2020,utla,E09000029,Sutton,940,2
24/05/2020,utla,E06000007,Warrington,1143,5
24/05/2020,utla,E06000022,Bath and North East Somerset,320,0
24/05/2020,utla,N09000006,Fermanagh and Omagh,166,3
24/05/2020,utla,E06000012,North East Lincolnshire,169,2
24/05/2020,utla,E08000021,Newcastle upon Tyne,1361,4
24/05/2020,utla,E09000023,Lewisham,1144,2
24/05/2020,utla,E06000045,Southampton,805,2
24/05/2020,utla,E06000025,South Gloucestershire,696,2
24/05/2020,utla,W06000004,Denbighshire,565,6
24/05/2020,utla,E06000024,North Somerset,732,20
24/05/2020,utla,E06000030,Swindon,647,1
24/05/2020,utla,E06000002,Middlesbrough,852,4
24/05/2020,utla,E06000040,Windsor and Maidenhead,357,2
24/05/2020,utla,E06000047,County Durham,3007,21
24/05/2020,utla,E10000012,Essex,4793,21
24/05/2020,utla,W06000002,Gwynedd,402,0
24/05/2020,utla,E09000026,Redbridge,1012,0
24/05/2020,utla,W06000020,Torfaen,344,0
24/05/2020,utla,N09000004,Causeway Coast and Glens,246,3
24/05/2020,utla,E06000026,Plymouth,606,3
24/05/2020,utla,W06000005,Flintshire,517,6
24/05/2020,utla,E08000032,Bradford,2478,19
24/05/2020,utla,E10000031,Warwickshire,2087,7
24/05/2020,utla,W06000003,Conwy,506,2
24/05/2020,utla,E09000003,Barnet,1522,2
24/05/2020,utla,E09000010,Enfield,1116,3
24/05/2020,utla,E08000009,Trafford,1050,6
24/05/2020,utla,E06000018,Nottingham,934,9
24/05/2020,utla,S12000026,Scottish Borders,337,1
24/05/2020,utla,E06000035,Medway,929,4
24/05/2020,utla,E09000009,Ealing,1436,3
24/05/2020,utla,W06000013,Bridgend,516,0
24/05/2020,utla,E06000033,Southend-on-Sea,479,5
24/05/2020,utla,E06000044,Portsmouth,468,0
24/05/2020,utla,E06000027,Torbay,266,0
24/05/2020,utla,N09000005,Derry City and Strabane,202,1
24/05/2020,utla,E08000023,South Tyneside,899,4
24/05/2020,utla,E09000019,Islington,515,0
24/05/2020,utla,E09000027,Richmond upon Thames,497,3
24/05/2020,utla,S12000049,Glasgow City,2351,11
24/05/2020,utla,E06000054,Wiltshire,1097,3
24/05/2020,utla,E08000016,Barnsley,1304,12
24/05/2020,utla,E10000019,Lincolnshire,2002,10
24/05/2020,utla,E08000019,Sheffield,3118,26
24/05/2020,utla,E08000008,Tameside,1126,12
24/05/2020,utla,W06000011,Swansea,1273,3
24/05/2020,utla,E06000037,West Berkshire,448,4
24/05/2020,utla,E06000041,Wokingham,548,2
24/05/2020,utla,E06000046,Isle of Wight,375,1
24/05/2020,utla,E08000036,Wakefield,1281,14
24/05/2020,utla,E10000025,Oxfordshire,2750,13
24/05/2020,utla,N09000008,Mid and East Antrim,328,1
24/05/2020,utla,E09000005,Brent,1629,4
24/05/2020,utla,S12000017,Highland,206,0
24/05/2020,utla,E09000024,Merton,882,2
24/05/2020,utla,E06000034,Thurrock,440,0
24/05/2020,utla,E08000033,Calderdale,513,3
24/05/2020,utla,E06000023,"Bristol, City of",1089,11
24/05/2020,utla,E10000007,Derbyshire,2737,35
24/05/2020,utla,W06000009,Pembrokeshire,278,0
24/05/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",701,4
24/05/2020,utla,E08000011,Knowsley,880,4
24/05/2020,utla,E09000012,Hackney and City of London,761,1
24/05/2020,utla,S12000039,West Dunbartonshire,414,1
24/05/2020,utla,E08000027,Dudley,1180,5
24/05/2020,utla,E09000013,Hammersmith and Fulham,702,0
24/05/2020,utla,E06000042,Milton Keynes,769,4
24/05/2020,utla,E06000057,Northumberland,1413,7
24/05/2020,utla,E06000055,Bedford,900,7
24/05/2020,utla,E06000059,Dorset,556,0
24/05/2020,utla,E06000009,Blackpool,823,9
24/05/2020,utla,E10000027,Somerset,1020,6
24/05/2020,utla,E10000013,Gloucestershire,1750,5
24/05/2020,utla,S12000019,Midlothian,515,3
24/05/2020,utla,E06000021,Stoke-on-Trent,1083,16
24/05/2020,utla,E08000026,Coventry,1196,10
24/05/2020,utla,E10000011,East Sussex,1249,13
24/05/2020,utla,W06000023,Powys,284,3
24/05/2020,utla,W06000012,Neath Port Talbot,608,1
24/05/2020,utla,E10000014,Hampshire,4675,22
24/05/2020,utla,E09000014,Haringey,708,3
24/05/2020,utla,E06000016,Leicester,1625,21
24/05/2020,utla,E10000024,Nottinghamshire,2354,15
24/05/2020,utla,E06000038,Reading,702,2
24/05/2020,utla,S12000028,South Ayrshire,381,2
24/05/2020,utla,E08000022,North Tyneside,828,0
24/05/2020,utla,W06000019,Blaenau Gwent,331,0
24/05/2020,utla,E06000003,Redcar and Cleveland,624,7
24/05/2020,utla,E09000004,Bexley,972,1
24/05/2020,utla,E06000013,North Lincolnshire,651,6
24/05/2020,utla,E09000018,Hounslow,946,0
24/05/2020,utla,E09000016,Havering,877,1
24/05/2020,utla,W06000010,Carmarthenshire,733,1
24/05/2020,utla,E10000006,Cumbria,2492,6
24/05/2020,utla,E10000017,Lancashire,5427,50
24/05/2020,utla,E06000020,Telford and Wrekin,501,4
24/05/2020,utla,E08000031,Wolverhampton,1200,7
24/05/2020,utla,E06000006,Halton,604,2
24/05/2020,utla,N09000003,Belfast,1316,7
24/05/2020,utla,E08000034,Kirklees,1354,15
24/05/2020,utla,W06000018,Caerphilly,690,2
24/05/2020,utla,N09000011,Ards and North Down,353,4
24/05/2020,utla,E08000004,Oldham,1302,7
24/05/2020,utla,E09000028,Southwark,1387,1
24/05/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",757,4
24/05/2020,utla,N09000001,Antrim and Newtownabbey,420,1
24/05/2020,utla,E06000039,Slough,547,2
24/05/2020,utla,E08000014,Sefton,1349,9
24/05/2020,utla,E09000006,Bromley,1464,3
24/05/2020,utla,E10000016,Kent,6088,52
24/05/2020,utla,E09000032,Wandsworth,1102,3
24/05/2020,utla,E08000025,Birmingham,4175,22
24/05/2020,utla,E10000018,Leicestershire,2135,12
24/05/2020,utla,E09000002,Barking and Dagenham,654,0
24/05/2020,utla,E09000022,Lambeth,1317,2
24/05/2020,utla,S12000045,East Dunbartonshire,489,0
24/05/2020,utla,E10000028,Staffordshire,3057,19
24/05/2020,utla,E09000033,Westminster,725,1
24/05/2020,utla,E10000002,Buckinghamshire,1428,6
24/05/2020,utla,E06000008,Blackburn with Darwen,747,6
24/05/2020,utla,E08000005,Rochdale,1026,6
24/05/2020,utla,E10000021,Northamptonshire,2349,37
24/05/2020,utla,W06000015,Cardiff,2042,12
24/05/2020,utla,S12000023,Orkney Islands,7,0
24/05/2020,utla,E06000005,Darlington,541,7
24/05/2020,utla,S12000029,South Lanarkshire,1235,7
24/05/2020,utla,E08000002,Bury,1038,9
24/05/2020,utla,E08000028,Sandwell,1410,15
24/05/2020,utla,E09000011,Greenwich,881,0
24/05/2020,utla,N09000007,Lisburn and Castlereagh,444,2
24/05/2020,utla,S12000047,Fife,889,2
24/05/2020,utla,E09000008,Croydon,1776,3
24/05/2020,utla,E09000017,Hillingdon,1005,4
24/05/2020,utla,E08000037,Gateshead,1228,3
24/05/2020,utla,E10000034,Worcestershire,2120,10
24/05/2020,utla,E06000036,Bracknell Forest,333,1
24/05/2020,utla,W06000024,Merthyr Tydfil,394,2
24/05/2020,utla,S12000050,North Lanarkshire,1258,11
24/05/2020,utla,E10000032,West Sussex,2404,5
24/05/2020,utla,E08000017,Doncaster,1426,19
24/05/2020,utla,E08000003,Manchester,2213,16
24/05/2020,utla,E09000020,Kensington and Chelsea,527,1
24/05/2020,utla,E09000030,Tower Hamlets,742,1
24/05/2020,utla,E08000018,Rotherham,1372,22
24/05/2020,utla,W06000021,Monmouthshire,349,3
24/05/2020,utla,E06000051,Shropshire,1062,8
24/05/2020,utla,N09000009,Mid Ulster,369,1
24/05/2020,utla,S12000038,Renfrewshire,654,0
24/05/2020,utla,S12000040,West Lothian,469,1
24/05/2020,utla,E06000049,Cheshire East,1773,15
24/05/2020,utla,W06000008,Ceredigion,42,0
24/05/2020,utla,E09000025,Newham,1172,1
24/05/2020,utla,E10000003,Cambridgeshire,1889,9
24/05/2020,utla,W06000016,Rhondda Cynon Taf,1591,13
24/05/2020,utla,E09000031,Waltham Forest,944,1
24/05/2020,utla,E10000030,Surrey,4221,10
24/05/2020,utla,S12000008,East Ayrshire,412,1
24/05/2020,utla,S12000020,Moray,85,0
24/05/2020,utla,E09000015,Harrow,1203,0
24/05/2020,utla,W06000022,Newport,836,0
24/05/2020,utla,W06000006,Wrexham,614,21
24/05/2020,utla,E09000021,Kingston upon Thames,692,1
24/05/2020,utla,E06000011,East Riding of Yorkshire,1333,10
24/05/2020,utla,S12000010,East Lothian,266,2
24/05/2020,utla,E06000031,Peterborough,945,7
24/05/2020,utla,N09000010,"Newry, Mourne and Down",316,3
24/05/2020,utla,S12000035,Argyll and Bute,155,1
24/05/2020,utla,E08000006,Salford,1124,10
24/05/2020,utla,E08000012,Liverpool,2178,21
24/05/2020,utla,E10000015,Hertfordshire,3703,9
24/05/2020,utla,S12000014,Falkirk,603,1
24/05/2020,utla,S12000021,North Ayrshire,359,0
24/05/2020,utla,E10000020,Norfolk,2603,12
24/05/2020,utla,W06000001,Isle of Anglesey,208,1
24/05/2020,utla,S12000034,Aberdeenshire,459,1
24/05/2020,utla,S12000041,Angus,445,2
24/05/2020,utla,E08000035,Leeds,3002,10
24/05/2020,utla,S12000011,East Renfrewshire,339,0
24/05/2020,utla,E10000008,Devon,1125,2
24/05/2020,utla,E06000019,"Herefordshire, County of",652,8
24/05/2020,utla,S12000033,Aberdeen City,798,4
24/05/2020,utla,S12000048,Perth and Kinross,335,0
24/05/2020,utla,E08000013,St. Helens,1103,3
24/05/2020,utla,E06000017,Rutland,69,0
24/05/2020,utla,S12000042,Dundee City,935,0
24/05/2020,utla,S12000005,Clackmannanshire,185,0
24/05/2020,utla,W06000014,Vale of Glamorgan,642,5
24/05/2020,utla,S12000030,Stirling,217,0
24/05/2020,utla,E08000029,Solihull,818,1
24/05/2020,utla,E06000010,"Kingston upon Hull, City of",1227,32
24/05/2020,utla,S12000006,Dumfries and Galloway,282,0
24/05/2020,utla,E10000023,North Yorkshire,2112,11
24/05/2020,utla,S12000036,City of Edinburgh,1684,2
24/05/2020,utla,S12000027,Shetland Islands,54,0
24/05/2020,utla,E06000043,Brighton and Hove,607,5
24/05/2020,utla,S12000013,Na h-Eileanan Siar,6,0
24/05/2020,utla,E10000029,Suffolk,2379,15
24/05/2020,utla,E08000007,Stockport,1442,8
24/05/2020,utla,E08000010,Wigan,1939,13
24/05/2020,utla,E06000052,Cornwall and Isles of Scilly,804,2
24/05/2020,utla,E08000030,Walsall,1339,2
23/05/2020,utla,E08000024,Sunderland,1695,8
23/05/2020,utla,E06000050,Cheshire West and Chester,1576,20
23/05/2020,utla,E08000015,Wirral,1698,6
23/05/2020,utla,E06000001,Hartlepool,517,1
23/05/2020,utla,E09000007,Camden,662,0
23/05/2020,utla,E06000014,York,808,4
23/05/2020,utla,S12000018,Inverclyde,341,0
23/05/2020,utla,E06000015,Derby,931,6
23/05/2020,utla,E06000056,Central Bedfordshire,929,11
23/05/2020,utla,E06000004,Stockton-on-Tees,770,14
23/05/2020,utla,E08000001,Bolton,1438,10
23/05/2020,utla,E06000032,Luton,1040,19
23/05/2020,utla,E09000029,Sutton,938,2
23/05/2020,utla,E06000007,Warrington,1138,6
23/05/2020,utla,E06000022,Bath and North East Somerset,320,1
23/05/2020,utla,N09000006,Fermanagh and Omagh,163,1
23/05/2020,utla,E06000012,North East Lincolnshire,167,1
23/05/2020,utla,E08000021,Newcastle upon Tyne,1357,4
23/05/2020,utla,E09000023,Lewisham,1142,1
23/05/2020,utla,E06000045,Southampton,803,4
23/05/2020,utla,E06000025,South Gloucestershire,694,1
23/05/2020,utla,W06000004,Denbighshire,559,2
23/05/2020,utla,E06000024,North Somerset,712,8
23/05/2020,utla,E06000030,Swindon,646,7
23/05/2020,utla,E06000002,Middlesbrough,848,2
23/05/2020,utla,E06000040,Windsor and Maidenhead,355,1
23/05/2020,utla,E06000047,County Durham,2986,34
23/05/2020,utla,E10000012,Essex,4772,23
23/05/2020,utla,W06000002,Gwynedd,402,9
23/05/2020,utla,E09000026,Redbridge,1012,2
23/05/2020,utla,W06000020,Torfaen,344,1
23/05/2020,utla,N09000004,Causeway Coast and Glens,243,8
23/05/2020,utla,E06000026,Plymouth,603,0
23/05/2020,utla,W06000005,Flintshire,511,13
23/05/2020,utla,E08000032,Bradford,2459,38
23/05/2020,utla,E10000031,Warwickshire,2080,13
23/05/2020,utla,W06000003,Conwy,504,8
23/05/2020,utla,E09000003,Barnet,1520,1
23/05/2020,utla,E09000010,Enfield,1113,1
23/05/2020,utla,E08000009,Trafford,1044,7
23/05/2020,utla,E06000018,Nottingham,925,5
23/05/2020,utla,S12000026,Scottish Borders,336,1
23/05/2020,utla,E09000009,Ealing,1433,2
23/05/2020,utla,E06000035,Medway,925,2
23/05/2020,utla,W06000013,Bridgend,516,1
23/05/2020,utla,E06000033,Southend-on-Sea,474,6
23/05/2020,utla,E06000044,Portsmouth,468,1
23/05/2020,utla,E06000027,Torbay,266,1
23/05/2020,utla,N09000005,Derry City and Strabane,201,0
23/05/2020,utla,E08000023,South Tyneside,895,3
23/05/2020,utla,E09000019,Islington,515,1
23/05/2020,utla,S12000049,Glasgow City,2340,4
23/05/2020,utla,E06000054,Wiltshire,1094,5
23/05/2020,utla,E08000016,Barnsley,1292,16
23/05/2020,utla,E08000019,Sheffield,3092,18
23/05/2020,utla,E08000008,Tameside,1114,17
23/05/2020,utla,E10000019,Lincolnshire,1992,23
23/05/2020,utla,W06000011,Swansea,1270,12
23/05/2020,utla,E06000037,West Berkshire,444,1
23/05/2020,utla,E06000041,Wokingham,546,1
23/05/2020,utla,E06000046,Isle of Wight,374,4
23/05/2020,utla,E10000025,Oxfordshire,2737,15
23/05/2020,utla,E08000036,Wakefield,1267,9
23/05/2020,utla,N09000008,Mid and East Antrim,327,1
23/05/2020,utla,E09000005,Brent,1625,3
23/05/2020,utla,S12000017,Highland,206,0
23/05/2020,utla,E09000027,Richmond upon Thames,494,0
23/05/2020,utla,E09000024,Merton,880,3
23/05/2020,utla,E06000034,Thurrock,440,2
23/05/2020,utla,E08000033,Calderdale,510,10
23/05/2020,utla,E06000023,"Bristol, City of",1078,1
23/05/2020,utla,E10000007,Derbyshire,2702,19
23/05/2020,utla,W06000009,Pembrokeshire,278,1
23/05/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",697,14
23/05/2020,utla,E08000011,Knowsley,876,1
23/05/2020,utla,E09000012,Hackney and City of London,760,1
23/05/2020,utla,S12000039,West Dunbartonshire,413,2
23/05/2020,utla,E09000013,Hammersmith and Fulham,702,0
