date,areaType,areaCode,areaName,numbOfCases,numbofNewCases
31/12/2020,utla,N09000001,Antrim and Newtownabbey,5054,137
31/12/2020,utla,N09000006,Fermanagh and Omagh,3747,89
31/12/2020,utla,N09000008,Mid and East Antrim,4774,93
31/12/2020,utla,W06000011,Swansea,14288,136
31/12/2020,utla,N09000007,Lisburn and Castlereagh,4982,114
31/12/2020,utla,S12000014,Falkirk,2927,74
31/12/2020,utla,N09000011,Ards and North Down,3461,70
31/12/2020,utla,S12000035,Argyll and Bute,925,13
31/12/2020,utla,W06000022,Newport,8443,110
31/12/2020,utla,E08000019,Sheffield,30176,180
31/12/2020,utla,W06000009,Pembrokeshire,2211,22
31/12/2020,utla,E06000022,Bath and North East Somerset,5019,72
31/12/2020,utla,E10000013,Gloucestershire,13629,301
31/12/2020,utla,W06000021,Monmouthshire,3148,45
31/12/2020,utla,S12000006,Dumfries and Galloway,2031,127
31/12/2020,utla,W06000001,Isle of Anglesey,1203,8
31/12/2020,utla,N09000005,Derry City and Strabane,9004,180
31/12/2020,utla,W06000023,Powys,2554,58
31/12/2020,utla,W06000006,Wrexham,7010,197
31/12/2020,utla,S12000050,North Lanarkshire,12839,216
31/12/2020,utla,E09000019,Islington,8957,244
31/12/2020,utla,E08000032,Bradford,33957,177
31/12/2020,utla,W06000013,Bridgend,10028,159
31/12/2020,utla,W06000018,Caerphilly,10543,115
31/12/2020,utla,E08000028,Sandwell,17643,394
31/12/2020,utla,S12000017,Highland,1398,75
31/12/2020,utla,S12000018,Inverclyde,1688,73
31/12/2020,utla,W06000024,Merthyr Tydfil,5508,44
31/12/2020,utla,N09000004,Causeway Coast and Glens,4879,95
31/12/2020,utla,E08000014,Sefton,13054,301
31/12/2020,utla,S12000042,Dundee City,4442,81
31/12/2020,utla,W06000003,Conwy,2311,22
31/12/2020,utla,E08000009,Trafford,10903,114
31/12/2020,utla,W06000002,Gwynedd,1780,10
31/12/2020,utla,E10000030,Surrey,40420,1178
31/12/2020,utla,S12000028,South Ayrshire,2515,29
31/12/2020,utla,E06000044,Portsmouth,7989,183
31/12/2020,utla,S12000026,Scottish Borders,1789,135
31/12/2020,utla,N09000009,Mid Ulster,7060,195
31/12/2020,utla,S12000008,East Ayrshire,3598,63
31/12/2020,utla,W06000020,Torfaen,4846,51
31/12/2020,utla,S12000038,Renfrewshire,6329,127
31/12/2020,utla,N09000003,Belfast,15020,251
31/12/2020,utla,E06000051,Shropshire,7719,132
31/12/2020,utla,E08000008,Tameside,12142,109
31/12/2020,utla,S12000045,East Dunbartonshire,3255,39
31/12/2020,utla,E06000027,Torbay,2363,23
31/12/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",7985,263
31/12/2020,utla,E08000007,Stockport,13225,181
31/12/2020,utla,W06000005,Flintshire,5413,163
31/12/2020,utla,N09000010,"Newry, Mourne and Down",6556,205
31/12/2020,utla,E06000031,Peterborough,7800,120
31/12/2020,utla,E06000006,Halton,6280,193
31/12/2020,utla,E06000046,Isle of Wight,2449,200
31/12/2020,utla,S12000039,West Dunbartonshire,2623,36
31/12/2020,utla,E09000006,Bromley,15238,468
31/12/2020,utla,E08000029,Solihull,8379,146
31/12/2020,utla,E06000014,York,7608,157
31/12/2020,utla,S12000034,Aberdeenshire,3234,121
31/12/2020,utla,E08000021,Newcastle upon Tyne,17886,100
31/12/2020,utla,E06000005,Darlington,4603,75
31/12/2020,utla,E08000018,Rotherham,13878,96
31/12/2020,utla,E06000026,Plymouth,5536,69
31/12/2020,utla,E08000036,Wakefield,16632,116
31/12/2020,utla,E08000002,Bury,11993,110
31/12/2020,utla,S12000023,Orkney Islands,39,0
31/12/2020,utla,E10000028,Staffordshire,36517,561
31/12/2020,utla,W06000010,Carmarthenshire,7957,87
31/12/2020,utla,S12000036,City of Edinburgh,10876,187
31/12/2020,utla,S12000047,Fife,6567,128
31/12/2020,utla,E09000005,Brent,14559,528
31/12/2020,utla,S12000040,West Lothian,4459,45
31/12/2020,utla,W06000012,Neath Port Talbot,9404,84
31/12/2020,utla,E08000034,Kirklees,22989,171
31/12/2020,utla,E06000037,West Berkshire,3573,77
31/12/2020,utla,S12000020,Moray,485,22
31/12/2020,utla,E06000020,Telford and Wrekin,5679,81
31/12/2020,utla,E09000010,Enfield,18106,518
31/12/2020,utla,E08000016,Barnsley,12707,94
31/12/2020,utla,E09000013,Hammersmith and Fulham,7556,184
31/12/2020,utla,E09000026,Redbridge,20512,625
31/12/2020,utla,S12000005,Clackmannanshire,1151,17
31/12/2020,utla,E06000040,Windsor and Maidenhead,4953,119
31/12/2020,utla,E06000055,Bedford,7068,235
31/12/2020,utla,S12000029,South Lanarkshire,12156,130
31/12/2020,utla,E06000025,South Gloucestershire,9024,182
31/12/2020,utla,S12000033,Aberdeen City,4374,74
31/12/2020,utla,W06000004,Denbighshire,2709,45
31/12/2020,utla,S12000010,East Lothian,1706,23
31/12/2020,utla,S12000030,Stirling,1780,17
31/12/2020,utla,S12000021,North Ayrshire,3563,59
31/12/2020,utla,E10000019,Lincolnshire,26298,275
31/12/2020,utla,W06000019,Blaenau Gwent,5153,49
31/12/2020,utla,E09000029,Sutton,9056,274
31/12/2020,utla,S12000013,Na h-Eileanan Siar,107,1
31/12/2020,utla,W06000014,Vale of Glamorgan,5344,87
31/12/2020,utla,E08000022,North Tyneside,8404,76
31/12/2020,utla,E09000020,Kensington and Chelsea,5323,142
31/12/2020,utla,E06000013,North Lincolnshire,6285,43
31/12/2020,utla,E06000030,Swindon,6455,225
31/12/2020,utla,E09000017,Hillingdon,14132,304
31/12/2020,utla,E08000015,Wirral,13289,364
31/12/2020,utla,W06000008,Ceredigion,1285,11
31/12/2020,utla,E06000007,Warrington,10889,176
31/12/2020,utla,E09000015,Harrow,11636,310
31/12/2020,utla,S12000027,Shetland Islands,147,8
31/12/2020,utla,W06000016,Rhondda Cynon Taf,17699,161
31/12/2020,utla,S12000048,Perth and Kinross,2494,46
31/12/2020,utla,E08000004,Oldham,17084,123
31/12/2020,utla,E09000030,Tower Hamlets,18084,513
31/12/2020,utla,E06000021,Stoke-on-Trent,13198,142
31/12/2020,utla,E06000057,Northumberland,11731,154
31/12/2020,utla,S12000011,East Renfrewshire,3012,49
31/12/2020,utla,E08000010,Wigan,19845,150
31/12/2020,utla,E06000038,Reading,5588,125
31/12/2020,utla,E06000010,"Kingston upon Hull, City of",13307,94
31/12/2020,utla,E06000047,County Durham,25308,364
31/12/2020,utla,E10000007,Derbyshire,28869,413
31/12/2020,utla,E08000033,Calderdale,9938,84
31/12/2020,utla,W06000015,Cardiff,20169,200
31/12/2020,utla,E10000025,Oxfordshire,19203,572
31/12/2020,utla,E06000009,Blackpool,6418,49
31/12/2020,utla,E08000011,Knowsley,9389,172
31/12/2020,utla,E09000009,Ealing,15836,479
31/12/2020,utla,S12000049,Glasgow City,25662,307
31/12/2020,utla,E10000015,Hertfordshire,43378,1271
31/12/2020,utla,E06000035,Medway,18020,355
31/12/2020,utla,E10000024,Nottinghamshire,32282,479
31/12/2020,utla,E10000006,Cumbria,15146,387
31/12/2020,utla,E06000059,Dorset,5255,178
31/12/2020,utla,E08000027,Dudley,15013,276
31/12/2020,utla,E08000023,South Tyneside,7970,108
31/12/2020,utla,E10000002,Buckinghamshire,17394,447
31/12/2020,utla,E10000018,Leicestershire,27194,429
31/12/2020,utla,E08000017,Doncaster,15287,140
31/12/2020,utla,E06000034,Thurrock,11180,351
31/12/2020,utla,E06000008,Blackburn with Darwen,12093,143
31/12/2020,utla,E08000037,Gateshead,9654,89
31/12/2020,utla,E10000011,East Sussex,16512,522
31/12/2020,utla,E09000031,Waltham Forest,15008,393
31/12/2020,utla,E09000033,Westminster,8370,203
31/12/2020,utla,E06000042,Milton Keynes,11275,308
31/12/2020,utla,E06000015,Derby,11086,226
31/12/2020,utla,E06000024,North Somerset,6114,97
31/12/2020,utla,E08000003,Manchester,36630,309
31/12/2020,utla,E06000043,Brighton and Hove,7818,337
31/12/2020,utla,E06000033,Southend-on-Sea,9028,338
31/12/2020,utla,E09000027,Richmond upon Thames,6714,184
31/12/2020,utla,E08000012,Liverpool,28962,528
31/12/2020,utla,E10000012,Essex,66662,2168
31/12/2020,utla,S12000041,Angus,1691,32
31/12/2020,utla,E09000012,Hackney and City of London,13309,410
31/12/2020,utla,E09000008,Croydon,16958,556
31/12/2020,utla,S12000019,Midlothian,1956,19
31/12/2020,utla,E10000029,Suffolk,14978,464
31/12/2020,utla,E09000016,Havering,18170,538
31/12/2020,utla,E09000011,Greenwich,12396,405
31/12/2020,utla,E08000030,Walsall,13548,342
31/12/2020,utla,E06000016,Leicester,22797,251
31/12/2020,utla,E10000027,Somerset,10429,252
31/12/2020,utla,E10000020,Norfolk,20509,635
31/12/2020,utla,E08000031,Wolverhampton,13156,408
31/12/2020,utla,E06000002,Middlesbrough,7448,105
31/12/2020,utla,E06000017,Rutland,767,15
31/12/2020,utla,E08000005,Rochdale,15080,116
31/12/2020,utla,E06000032,Luton,10713,255
31/12/2020,utla,E10000016,Kent,75812,1615
31/12/2020,utla,E08000001,Bolton,17518,94
31/12/2020,utla,E06000049,Cheshire East,12947,244
31/12/2020,utla,E09000024,Merton,9324,272
31/12/2020,utla,E08000013,St. Helens,9298,113
31/12/2020,utla,E10000032,West Sussex,20168,769
31/12/2020,utla,E10000023,North Yorkshire,18391,343
31/12/2020,utla,E10000021,Northamptonshire,24269,655
31/12/2020,utla,E10000014,Hampshire,33204,1054
31/12/2020,utla,E06000036,Bracknell Forest,4013,87
31/12/2020,utla,E09000002,Barking and Dagenham,13569,488
31/12/2020,utla,E09000022,Lambeth,13647,394
31/12/2020,utla,E06000003,Redcar and Cleveland,5717,64
31/12/2020,utla,E06000012,North East Lincolnshire,6174,35
31/12/2020,utla,E06000045,Southampton,7070,226
31/12/2020,utla,E08000025,Birmingham,57118,1034
31/12/2020,utla,E10000003,Cambridgeshire,13773,421
31/12/2020,utla,E06000050,Cheshire West and Chester,12894,286
31/12/2020,utla,E06000056,Central Bedfordshire,8810,214
31/12/2020,utla,E09000025,Newham,20055,703
31/12/2020,utla,E06000041,Wokingham,4822,111
31/12/2020,utla,E06000052,Cornwall and Isles of Scilly,6679,224
31/12/2020,utla,E10000008,Devon,12762,177
31/12/2020,utla,E09000014,Haringey,12116,328
31/12/2020,utla,E06000023,"Bristol, City of",19544,257
31/12/2020,utla,E09000032,Wandsworth,13218,335
31/12/2020,utla,E09000021,Kingston upon Thames,7577,212
31/12/2020,utla,E06000011,East Riding of Yorkshire,12495,89
31/12/2020,utla,E09000003,Barnet,17422,505
31/12/2020,utla,E09000018,Hounslow,12552,395
31/12/2020,utla,E06000001,Hartlepool,5756,81
31/12/2020,utla,E08000026,Coventry,12854,272
31/12/2020,utla,E09000007,Camden,8364,227
31/12/2020,utla,E10000031,Warwickshire,18550,318
31/12/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",11149,321
31/12/2020,utla,E06000018,Nottingham,20495,231
31/12/2020,utla,E09000004,Bexley,13978,385
31/12/2020,utla,E08000035,Leeds,42468,346
31/12/2020,utla,E06000054,Wiltshire,8399,212
31/12/2020,utla,E10000034,Worcestershire,16477,376
31/12/2020,utla,E06000004,Stockton-on-Tees,10021,130
31/12/2020,utla,E09000023,Lewisham,12107,443
31/12/2020,utla,E06000039,Slough,7900,174
31/12/2020,utla,E08000006,Salford,15749,129
31/12/2020,utla,E08000024,Sunderland,14114,216
31/12/2020,utla,E06000019,"Herefordshire, County of",3757,88
31/12/2020,utla,E10000017,Lancashire,61976,833
31/12/2020,utla,E09000028,Southwark,12759,414
30/12/2020,utla,N09000001,Antrim and Newtownabbey,4917,171
30/12/2020,utla,N09000006,Fermanagh and Omagh,3658,124
30/12/2020,utla,N09000008,Mid and East Antrim,4681,143
30/12/2020,utla,W06000011,Swansea,14152,159
30/12/2020,utla,N09000007,Lisburn and Castlereagh,4868,129
30/12/2020,utla,S12000014,Falkirk,2853,84
30/12/2020,utla,N09000011,Ards and North Down,3391,98
30/12/2020,utla,S12000035,Argyll and Bute,912,17
30/12/2020,utla,W06000022,Newport,8333,168
30/12/2020,utla,E08000019,Sheffield,29996,245
30/12/2020,utla,W06000009,Pembrokeshire,2189,53
30/12/2020,utla,E06000022,Bath and North East Somerset,4947,104
30/12/2020,utla,E10000013,Gloucestershire,13328,353
30/12/2020,utla,W06000021,Monmouthshire,3103,52
30/12/2020,utla,S12000006,Dumfries and Galloway,1904,196
30/12/2020,utla,W06000001,Isle of Anglesey,1195,22
30/12/2020,utla,N09000005,Derry City and Strabane,8824,199
30/12/2020,utla,W06000023,Powys,2496,52
30/12/2020,utla,W06000006,Wrexham,6813,214
30/12/2020,utla,S12000050,North Lanarkshire,12623,252
30/12/2020,utla,E08000032,Bradford,33780,243
30/12/2020,utla,E09000019,Islington,8713,382
30/12/2020,utla,W06000018,Caerphilly,10428,148
30/12/2020,utla,W06000013,Bridgend,9869,240
30/12/2020,utla,E08000028,Sandwell,17249,408
30/12/2020,utla,S12000017,Highland,1323,112
30/12/2020,utla,S12000018,Inverclyde,1615,92
30/12/2020,utla,W06000024,Merthyr Tydfil,5464,72
30/12/2020,utla,N09000004,Causeway Coast and Glens,4784,141
30/12/2020,utla,E08000014,Sefton,12753,310
30/12/2020,utla,S12000042,Dundee City,4361,101
30/12/2020,utla,W06000003,Conwy,2289,29
30/12/2020,utla,W06000002,Gwynedd,1770,9
30/12/2020,utla,E08000009,Trafford,10789,198
30/12/2020,utla,E10000030,Surrey,39242,1618
30/12/2020,utla,S12000028,South Ayrshire,2486,48
30/12/2020,utla,E06000044,Portsmouth,7806,200
30/12/2020,utla,S12000026,Scottish Borders,1654,60
30/12/2020,utla,N09000009,Mid Ulster,6865,250
30/12/2020,utla,S12000008,East Ayrshire,3535,102
30/12/2020,utla,S12000038,Renfrewshire,6202,148
30/12/2020,utla,W06000020,Torfaen,4795,81
30/12/2020,utla,N09000003,Belfast,14769,291
30/12/2020,utla,E06000051,Shropshire,7587,193
30/12/2020,utla,E08000008,Tameside,12033,137
30/12/2020,utla,S12000045,East Dunbartonshire,3216,50
30/12/2020,utla,E06000027,Torbay,2340,51
30/12/2020,utla,E08000007,Stockport,13044,200
30/12/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",7722,379
30/12/2020,utla,N09000010,"Newry, Mourne and Down",6351,250
30/12/2020,utla,W06000005,Flintshire,5250,196
30/12/2020,utla,E06000031,Peterborough,7680,149
30/12/2020,utla,E06000006,Halton,6087,202
30/12/2020,utla,E06000046,Isle of Wight,2249,292
30/12/2020,utla,S12000039,West Dunbartonshire,2587,34
30/12/2020,utla,E09000006,Bromley,14770,652
30/12/2020,utla,E08000029,Solihull,8233,185
30/12/2020,utla,E06000014,York,7451,193
30/12/2020,utla,S12000034,Aberdeenshire,3113,115
30/12/2020,utla,E08000021,Newcastle upon Tyne,17786,127
30/12/2020,utla,E06000005,Darlington,4528,87
30/12/2020,utla,E08000018,Rotherham,13782,140
30/12/2020,utla,E06000026,Plymouth,5467,74
30/12/2020,utla,E08000036,Wakefield,16516,176
30/12/2020,utla,E08000002,Bury,11883,115
30/12/2020,utla,S12000023,Orkney Islands,39,0
30/12/2020,utla,E10000028,Staffordshire,35956,879
30/12/2020,utla,W06000010,Carmarthenshire,7870,150
30/12/2020,utla,S12000036,City of Edinburgh,10689,223
30/12/2020,utla,S12000047,Fife,6439,158
30/12/2020,utla,E09000005,Brent,14031,546
30/12/2020,utla,S12000040,West Lothian,4414,56
30/12/2020,utla,W06000012,Neath Port Talbot,9320,84
30/12/2020,utla,E08000034,Kirklees,22818,233
30/12/2020,utla,E06000037,West Berkshire,3496,107
30/12/2020,utla,S12000020,Moray,463,27
30/12/2020,utla,E06000020,Telford and Wrekin,5598,142
30/12/2020,utla,E09000010,Enfield,17588,765
30/12/2020,utla,E08000016,Barnsley,12613,119
30/12/2020,utla,E09000013,Hammersmith and Fulham,7372,295
30/12/2020,utla,E09000026,Redbridge,19887,815
30/12/2020,utla,S12000005,Clackmannanshire,1134,26
30/12/2020,utla,E06000040,Windsor and Maidenhead,4834,210
30/12/2020,utla,E06000055,Bedford,6833,293
30/12/2020,utla,S12000029,South Lanarkshire,12026,153
30/12/2020,utla,E06000025,South Gloucestershire,8842,187
30/12/2020,utla,S12000033,Aberdeen City,4300,136
30/12/2020,utla,S12000010,East Lothian,1683,30
30/12/2020,utla,W06000004,Denbighshire,2664,69
30/12/2020,utla,S12000030,Stirling,1763,17
30/12/2020,utla,S12000021,North Ayrshire,3504,78
30/12/2020,utla,E10000019,Lincolnshire,26023,409
30/12/2020,utla,W06000019,Blaenau Gwent,5104,56
30/12/2020,utla,E09000029,Sutton,8782,461
30/12/2020,utla,S12000013,Na h-Eileanan Siar,106,9
30/12/2020,utla,W06000014,Vale of Glamorgan,5257,103
30/12/2020,utla,E08000022,North Tyneside,8328,100
30/12/2020,utla,E09000020,Kensington and Chelsea,5181,174
30/12/2020,utla,E06000013,North Lincolnshire,6242,74
30/12/2020,utla,E06000030,Swindon,6230,180
30/12/2020,utla,E09000017,Hillingdon,13828,626
30/12/2020,utla,E08000015,Wirral,12925,415
30/12/2020,utla,W06000008,Ceredigion,1274,20
30/12/2020,utla,E06000007,Warrington,10713,259
30/12/2020,utla,E09000015,Harrow,11326,448
30/12/2020,utla,S12000027,Shetland Islands,139,19
30/12/2020,utla,W06000016,Rhondda Cynon Taf,17538,228
30/12/2020,utla,S12000048,Perth and Kinross,2448,60
30/12/2020,utla,E08000004,Oldham,16961,165
30/12/2020,utla,E09000030,Tower Hamlets,17571,862
30/12/2020,utla,E06000021,Stoke-on-Trent,13056,210
30/12/2020,utla,E06000057,Northumberland,11577,220
30/12/2020,utla,S12000011,East Renfrewshire,2963,82
30/12/2020,utla,E08000010,Wigan,19695,238
30/12/2020,utla,E06000038,Reading,5463,180
30/12/2020,utla,E06000010,"Kingston upon Hull, City of",13213,159
30/12/2020,utla,E06000047,County Durham,24944,518
30/12/2020,utla,E10000007,Derbyshire,28456,538
30/12/2020,utla,E08000033,Calderdale,9854,113
30/12/2020,utla,W06000015,Cardiff,19969,286
30/12/2020,utla,E10000025,Oxfordshire,18631,770
30/12/2020,utla,E06000009,Blackpool,6369,76
30/12/2020,utla,E08000011,Knowsley,9217,225
30/12/2020,utla,E09000009,Ealing,15357,624
30/12/2020,utla,S12000049,Glasgow City,25355,403
30/12/2020,utla,E10000015,Hertfordshire,42107,1848
30/12/2020,utla,E06000035,Medway,17665,600
30/12/2020,utla,E10000024,Nottinghamshire,31803,596
30/12/2020,utla,E10000006,Cumbria,14759,511
30/12/2020,utla,E06000059,Dorset,5077,212
30/12/2020,utla,E08000027,Dudley,14737,422
30/12/2020,utla,E08000023,South Tyneside,7862,166
30/12/2020,utla,E10000002,Buckinghamshire,16947,668
30/12/2020,utla,E10000018,Leicestershire,26765,435
30/12/2020,utla,E08000017,Doncaster,15147,167
30/12/2020,utla,E06000034,Thurrock,10829,502
30/12/2020,utla,E06000008,Blackburn with Darwen,11950,178
30/12/2020,utla,E08000037,Gateshead,9565,181
30/12/2020,utla,E10000011,East Sussex,15990,790
30/12/2020,utla,E09000031,Waltham Forest,14615,572
30/12/2020,utla,E06000042,Milton Keynes,10967,488
30/12/2020,utla,E06000015,Derby,10860,247
30/12/2020,utla,E09000033,Westminster,8167,323
30/12/2020,utla,E06000024,North Somerset,6017,126
30/12/2020,utla,E08000003,Manchester,36321,360
30/12/2020,utla,E06000043,Brighton and Hove,7481,377
30/12/2020,utla,E06000033,Southend-on-Sea,8690,468
30/12/2020,utla,E09000027,Richmond upon Thames,6530,228
30/12/2020,utla,E08000012,Liverpool,28434,548
30/12/2020,utla,E10000012,Essex,64494,3028
30/12/2020,utla,S12000041,Angus,1659,43
30/12/2020,utla,E09000012,Hackney and City of London,12899,462
30/12/2020,utla,E09000008,Croydon,16402,851
30/12/2020,utla,S12000019,Midlothian,1937,37
30/12/2020,utla,E10000029,Suffolk,14514,604
30/12/2020,utla,E09000016,Havering,17632,653
30/12/2020,utla,E09000011,Greenwich,11991,558
30/12/2020,utla,E08000030,Walsall,13206,388
30/12/2020,utla,E06000016,Leicester,22546,282
30/12/2020,utla,E10000027,Somerset,10177,318
30/12/2020,utla,E10000020,Norfolk,19874,764
30/12/2020,utla,E08000031,Wolverhampton,12748,391
30/12/2020,utla,E06000002,Middlesbrough,7343,173
30/12/2020,utla,E06000017,Rutland,752,18
30/12/2020,utla,E08000005,Rochdale,14964,126
30/12/2020,utla,E06000032,Luton,10458,285
30/12/2020,utla,E10000016,Kent,74197,2357
30/12/2020,utla,E08000001,Bolton,17424,162
30/12/2020,utla,E06000049,Cheshire East,12703,369
30/12/2020,utla,E09000024,Merton,9052,406
30/12/2020,utla,E08000013,St. Helens,9185,140
30/12/2020,utla,E10000032,West Sussex,19399,1131
30/12/2020,utla,E10000023,North Yorkshire,18048,434
30/12/2020,utla,E10000021,Northamptonshire,23614,880
30/12/2020,utla,E10000014,Hampshire,32150,1344
30/12/2020,utla,E06000036,Bracknell Forest,3926,183
30/12/2020,utla,E09000002,Barking and Dagenham,13081,598
30/12/2020,utla,E09000022,Lambeth,13253,536
30/12/2020,utla,E06000003,Redcar and Cleveland,5653,106
30/12/2020,utla,E06000012,North East Lincolnshire,6139,68
30/12/2020,utla,E06000045,Southampton,6844,294
30/12/2020,utla,E10000003,Cambridgeshire,13352,517
30/12/2020,utla,E08000025,Birmingham,56084,1353
30/12/2020,utla,E06000050,Cheshire West and Chester,12608,322
30/12/2020,utla,E06000056,Central Bedfordshire,8596,289
30/12/2020,utla,E09000025,Newham,19352,845
30/12/2020,utla,E06000041,Wokingham,4711,178
30/12/2020,utla,E06000052,Cornwall and Isles of Scilly,6455,354
30/12/2020,utla,E10000008,Devon,12585,238
30/12/2020,utla,E09000014,Haringey,11788,497
30/12/2020,utla,E06000023,"Bristol, City of",19287,328
30/12/2020,utla,E09000032,Wandsworth,12883,515
30/12/2020,utla,E09000021,Kingston upon Thames,7365,279
30/12/2020,utla,E06000011,East Riding of Yorkshire,12406,112
30/12/2020,utla,E09000003,Barnet,16917,715
30/12/2020,utla,E09000018,Hounslow,12157,594
30/12/2020,utla,E06000001,Hartlepool,5675,140
30/12/2020,utla,E08000026,Coventry,12582,304
30/12/2020,utla,E09000007,Camden,8137,360
30/12/2020,utla,E10000031,Warwickshire,18232,439
30/12/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",10828,427
30/12/2020,utla,E06000018,Nottingham,20264,207
30/12/2020,utla,E09000004,Bexley,13593,544
30/12/2020,utla,E08000035,Leeds,42122,470
30/12/2020,utla,E06000054,Wiltshire,8187,226
30/12/2020,utla,E10000034,Worcestershire,16101,467
30/12/2020,utla,E06000004,Stockton-on-Tees,9891,162
30/12/2020,utla,E09000023,Lewisham,11664,574
30/12/2020,utla,E06000039,Slough,7726,330
30/12/2020,utla,E08000006,Salford,15620,158
30/12/2020,utla,E08000024,Sunderland,13898,298
30/12/2020,utla,E06000019,"Herefordshire, County of",3669,102
30/12/2020,utla,E10000017,Lancashire,61143,1010
30/12/2020,utla,E09000028,Southwark,12345,552
29/12/2020,utla,N09000001,Antrim and Newtownabbey,4746,191
29/12/2020,utla,N09000006,Fermanagh and Omagh,3534,149
29/12/2020,utla,N09000008,Mid and East Antrim,4538,162
29/12/2020,utla,W06000011,Swansea,13993,245
29/12/2020,utla,N09000007,Lisburn and Castlereagh,4739,152
29/12/2020,utla,S12000014,Falkirk,2769,79
29/12/2020,utla,N09000011,Ards and North Down,3293,78
29/12/2020,utla,S12000035,Argyll and Bute,895,15
29/12/2020,utla,W06000022,Newport,8165,231
29/12/2020,utla,E08000019,Sheffield,29751,295
29/12/2020,utla,E06000022,Bath and North East Somerset,4843,135
29/12/2020,utla,E10000013,Gloucestershire,12975,494
29/12/2020,utla,W06000021,Monmouthshire,3051,61
29/12/2020,utla,S12000006,Dumfries and Galloway,1708,134
29/12/2020,utla,W06000001,Isle of Anglesey,1173,27
29/12/2020,utla,N09000005,Derry City and Strabane,8625,239
29/12/2020,utla,W06000023,Powys,2444,48
29/12/2020,utla,W06000006,Wrexham,6599,265
29/12/2020,utla,S12000050,North Lanarkshire,12371,268
29/12/2020,utla,E08000032,Bradford,33537,276
29/12/2020,utla,W06000018,Caerphilly,10280,203
29/12/2020,utla,E08000028,Sandwell,16841,524
29/12/2020,utla,W06000013,Bridgend,9629,333
29/12/2020,utla,S12000017,Highland,1211,95
29/12/2020,utla,S12000018,Inverclyde,1523,120
29/12/2020,utla,W06000024,Merthyr Tydfil,5392,82
29/12/2020,utla,E08000014,Sefton,12443,326
29/12/2020,utla,N09000004,Causeway Coast and Glens,4643,165
29/12/2020,utla,S12000042,Dundee City,4260,129
29/12/2020,utla,E08000009,Trafford,10591,192
29/12/2020,utla,W06000002,Gwynedd,1761,22
29/12/2020,utla,W06000003,Conwy,2260,37
29/12/2020,utla,E10000030,Surrey,37624,1859
29/12/2020,utla,S12000028,South Ayrshire,2438,56
29/12/2020,utla,E06000044,Portsmouth,7606,287
29/12/2020,utla,S12000026,Scottish Borders,1594,93
29/12/2020,utla,N09000009,Mid Ulster,6615,238
29/12/2020,utla,S12000008,East Ayrshire,3433,89
29/12/2020,utla,S12000038,Renfrewshire,6054,138
29/12/2020,utla,W06000020,Torfaen,4714,112
29/12/2020,utla,N09000003,Belfast,14478,310
29/12/2020,utla,E06000051,Shropshire,7394,164
29/12/2020,utla,E08000008,Tameside,11896,130
29/12/2020,utla,S12000045,East Dunbartonshire,3166,68
29/12/2020,utla,E06000027,Torbay,2289,20
29/12/2020,utla,E08000007,Stockport,12844,189
29/12/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",7343,332
29/12/2020,utla,W06000005,Flintshire,5054,179
29/12/2020,utla,N09000010,"Newry, Mourne and Down",6101,245
29/12/2020,utla,E06000031,Peterborough,7531,239
29/12/2020,utla,E06000006,Halton,5885,210
29/12/2020,utla,E06000046,Isle of Wight,1957,319
29/12/2020,utla,S12000039,West Dunbartonshire,2553,60
29/12/2020,utla,E09000006,Bromley,14118,893
29/12/2020,utla,E08000029,Solihull,8048,239
29/12/2020,utla,E06000014,York,7258,226
29/12/2020,utla,S12000034,Aberdeenshire,2998,152
29/12/2020,utla,E08000021,Newcastle upon Tyne,17659,147
29/12/2020,utla,E06000005,Darlington,4441,102
29/12/2020,utla,W06000009,Pembrokeshire,2136,53
29/12/2020,utla,E08000018,Rotherham,13642,171
29/12/2020,utla,E06000026,Plymouth,5393,123
29/12/2020,utla,E08000036,Wakefield,16340,207
29/12/2020,utla,E08000002,Bury,11768,138
29/12/2020,utla,S12000023,Orkney Islands,39,0
29/12/2020,utla,E10000028,Staffordshire,35077,690
29/12/2020,utla,W06000010,Carmarthenshire,7720,185
29/12/2020,utla,S12000036,City of Edinburgh,10466,275
29/12/2020,utla,S12000047,Fife,6281,139
29/12/2020,utla,E09000005,Brent,13485,727
29/12/2020,utla,S12000040,West Lothian,4358,67
29/12/2020,utla,E08000034,Kirklees,22585,204
29/12/2020,utla,E06000037,West Berkshire,3389,141
29/12/2020,utla,W06000012,Neath Port Talbot,9236,200
29/12/2020,utla,S12000020,Moray,436,33
29/12/2020,utla,E06000020,Telford and Wrekin,5456,128
29/12/2020,utla,E09000019,Islington,8331,400
29/12/2020,utla,E09000010,Enfield,16823,902
29/12/2020,utla,E08000016,Barnsley,12494,120
29/12/2020,utla,E09000013,Hammersmith and Fulham,7077,294
29/12/2020,utla,E09000026,Redbridge,19072,921
29/12/2020,utla,S12000005,Clackmannanshire,1108,14
29/12/2020,utla,E06000040,Windsor and Maidenhead,4624,228
29/12/2020,utla,E06000055,Bedford,6540,358
29/12/2020,utla,S12000029,South Lanarkshire,11873,187
