date,areaType,areaCode,areaName,numbOfCases,numbofNewCases
26/04/2020,utla,E08000004,Oldham,802,15
26/04/2020,utla,E09000030,Tower Hamlets,656,7
26/04/2020,utla,E08000010,Wigan,1087,34
26/04/2020,utla,E06000021,Stoke-on-Trent,464,16
26/04/2020,utla,E06000038,Reading,491,16
26/04/2020,utla,E08000033,Calderdale,284,4
26/04/2020,utla,E06000010,"Kingston upon Hull, City of",463,28
26/04/2020,utla,W06000015,Cardiff,1655,14
26/04/2020,utla,E10000007,Derbyshire,1507,75
26/04/2020,utla,E06000047,County Durham,1577,47
26/04/2020,utla,E10000025,Oxfordshire,1632,50
26/04/2020,utla,E06000009,Blackpool,436,11
26/04/2020,utla,E09000009,Ealing,1123,18
26/04/2020,utla,E08000011,Knowsley,580,11
26/04/2020,utla,E10000024,Nottinghamshire,1375,25
26/04/2020,utla,E06000035,Medway,624,10
26/04/2020,utla,E08000027,Dudley,799,13
26/04/2020,utla,S12000049,Glasgow City,1439,22
26/04/2020,utla,E10000015,Hertfordshire,2533,52
26/04/2020,utla,E08000023,South Tyneside,550,11
26/04/2020,utla,E06000059,Dorset,345,21
26/04/2020,utla,E10000002,Buckinghamshire,889,21
26/04/2020,utla,E10000006,Cumbria,1834,39
26/04/2020,utla,E06000034,Thurrock,317,17
26/04/2020,utla,E08000017,Doncaster,612,29
26/04/2020,utla,E10000018,Leicestershire,1043,15
26/04/2020,utla,E06000008,Blackburn with Darwen,348,9
26/04/2020,utla,E08000037,Gateshead,857,7
26/04/2020,utla,E10000011,East Sussex,684,29
26/04/2020,utla,E09000031,Waltham Forest,799,12
26/04/2020,utla,E06000015,Derby,568,29
26/04/2020,utla,E06000042,Milton Keynes,515,15
26/04/2020,utla,E09000033,Westminster,617,5
26/04/2020,utla,E06000024,North Somerset,263,8
26/04/2020,utla,E06000033,Southend-on-Sea,320,10
26/04/2020,utla,E08000003,Manchester,1334,26
26/04/2020,utla,E06000043,Brighton and Hove,424,12
26/04/2020,utla,E10000012,Essex,3010,100
26/04/2020,utla,E09000027,Richmond upon Thames,396,1
26/04/2020,utla,S12000041,Angus,310,0
26/04/2020,utla,E08000012,Liverpool,1527,19
26/04/2020,utla,S12000019,Midlothian,306,7
26/04/2020,utla,E10000029,Suffolk,1290,48
26/04/2020,utla,E09000008,Croydon,1463,22
26/04/2020,utla,E09000016,Havering,705,8
26/04/2020,utla,E09000012,Hackney and City of London,651,7
26/04/2020,utla,E09000011,Greenwich,709,11
26/04/2020,utla,E10000020,Norfolk,1471,40
26/04/2020,utla,E08000030,Walsall,986,26
26/04/2020,utla,E10000027,Somerset,499,20
26/04/2020,utla,E06000017,Rutland,24,0
26/04/2020,utla,E06000002,Middlesbrough,538,5
26/04/2020,utla,E08000031,Wolverhampton,833,22
26/04/2020,utla,E06000016,Leicester,682,7
26/04/2020,utla,E08000005,Rochdale,624,9
26/04/2020,utla,E06000049,Cheshire East,947,26
26/04/2020,utla,E10000016,Kent,3565,80
26/04/2020,utla,E06000032,Luton,639,6
26/04/2020,utla,E09000024,Merton,706,5
26/04/2020,utla,E08000001,Bolton,894,16
26/04/2020,utla,E10000032,West Sussex,1381,41
26/04/2020,utla,E08000013,St. Helens,794,8
26/04/2020,utla,E10000021,Northamptonshire,1125,34
26/04/2020,utla,E10000014,Hampshire,3081,81
26/04/2020,utla,E10000023,North Yorkshire,1060,67
26/04/2020,utla,E09000022,Lambeth,1168,9
26/04/2020,utla,E06000036,Bracknell Forest,229,7
26/04/2020,utla,E09000002,Barking and Dagenham,522,10
26/04/2020,utla,E06000003,Redcar and Cleveland,332,5
26/04/2020,utla,E06000045,Southampton,489,21
26/04/2020,utla,E06000012,North East Lincolnshire,132,1
26/04/2020,utla,E06000056,Central Bedfordshire,565,13
26/04/2020,utla,E09000025,Newham,1001,7
26/04/2020,utla,E06000041,Wokingham,393,11
26/04/2020,utla,E06000050,Cheshire West and Chester,822,17
26/04/2020,utla,E10000003,Cambridgeshire,834,30
26/04/2020,utla,E08000025,Birmingham,3020,50
26/04/2020,utla,E06000023,"Bristol, City of",667,23
26/04/2020,utla,E09000014,Haringey,591,7
26/04/2020,utla,E09000003,Barnet,1258,17
26/04/2020,utla,E06000052,Cornwall and Isles of Scilly,542,25
26/04/2020,utla,E09000032,Wandsworth,956,7
26/04/2020,utla,E09000007,Camden,583,2
26/04/2020,utla,E10000008,Devon,746,21
26/04/2020,utla,E08000026,Coventry,727,13
26/04/2020,utla,E06000011,East Riding of Yorkshire,608,39
26/04/2020,utla,E09000018,Hounslow,740,15
26/04/2020,utla,E09000021,Kingston upon Thames,516,5
26/04/2020,utla,E06000001,Hartlepool,260,14
26/04/2020,utla,E10000031,Warwickshire,1271,31
26/04/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",450,37
26/04/2020,utla,E06000018,Nottingham,627,10
26/04/2020,utla,E06000054,Wiltshire,514,31
26/04/2020,utla,E09000004,Bexley,720,5
26/04/2020,utla,E09000023,Lewisham,983,7
26/04/2020,utla,E10000034,Worcestershire,1462,39
26/04/2020,utla,E08000035,Leeds,1683,46
26/04/2020,utla,E06000004,Stockton-on-Tees,397,10
26/04/2020,utla,E06000039,Slough,402,8
26/04/2020,utla,E08000024,Sunderland,1225,15
26/04/2020,utla,E06000019,"Herefordshire, County of",296,16
26/04/2020,utla,E10000017,Lancashire,3105,66
26/04/2020,utla,E08000006,Salford,806,21
26/04/2020,utla,E09000028,Southwark,1222,10
25/04/2020,utla,N09000001,Antrim and Newtownabbey,251,4
25/04/2020,utla,N09000006,Fermanagh and Omagh,67,0
25/04/2020,utla,N09000008,Mid and East Antrim,181,2
25/04/2020,utla,W06000011,Swansea,1013,9
25/04/2020,utla,N09000007,Lisburn and Castlereagh,312,3
25/04/2020,utla,S12000014,Falkirk,433,8
25/04/2020,utla,N09000011,Ards and North Down,196,0
25/04/2020,utla,S12000035,Argyll and Bute,107,1
25/04/2020,utla,E08000019,Sheffield,2133,73
25/04/2020,utla,W06000022,Newport,674,4
25/04/2020,utla,W06000001,Isle of Anglesey,79,4
25/04/2020,utla,W06000009,Pembrokeshire,202,4
25/04/2020,utla,W06000021,Monmouthshire,233,2
25/04/2020,utla,E10000013,Gloucestershire,1212,35
25/04/2020,utla,W06000023,Powys,165,2
25/04/2020,utla,E06000022,Bath and North East Somerset,221,3
25/04/2020,utla,N09000005,Derry City and Strabane,148,3
25/04/2020,utla,S12000006,Dumfries and Galloway,253,0
25/04/2020,utla,E08000028,Sandwell,939,17
25/04/2020,utla,E08000032,Bradford,977,48
25/04/2020,utla,E09000019,Islington,430,1
25/04/2020,utla,E08000014,Sefton,905,28
25/04/2020,utla,W06000018,Caerphilly,579,8
25/04/2020,utla,S12000017,Highland,128,1
25/04/2020,utla,E10000030,Surrey,2972,73
25/04/2020,utla,S12000050,North Lanarkshire,734,11
25/04/2020,utla,W06000006,Wrexham,234,1
25/04/2020,utla,W06000024,Merthyr Tydfil,238,3
25/04/2020,utla,W06000013,Bridgend,383,10
25/04/2020,utla,E06000044,Portsmouth,315,6
25/04/2020,utla,W06000003,Conwy,208,5
25/04/2020,utla,S12000018,Inverclyde,279,1
25/04/2020,utla,W06000002,Gwynedd,215,6
25/04/2020,utla,N09000004,Causeway Coast and Glens,143,1
25/04/2020,utla,S12000042,Dundee City,690,1
25/04/2020,utla,S12000008,East Ayrshire,256,5
25/04/2020,utla,E06000051,Shropshire,480,24
25/04/2020,utla,S12000038,Renfrewshire,334,7
25/04/2020,utla,S12000026,Scottish Borders,268,9
25/04/2020,utla,W06000020,Torfaen,296,1
25/04/2020,utla,E06000014,York,313,19
25/04/2020,utla,E08000008,Tameside,525,12
25/04/2020,utla,S12000039,West Dunbartonshire,221,10
25/04/2020,utla,E06000031,Peterborough,252,8
25/04/2020,utla,S12000045,East Dunbartonshire,229,7
25/04/2020,utla,S12000028,South Ayrshire,239,4
25/04/2020,utla,E06000005,Darlington,287,10
25/04/2020,utla,E06000046,Isle of Wight,131,10
25/04/2020,utla,N09000009,Mid Ulster,132,1
25/04/2020,utla,E06000026,Plymouth,346,13
25/04/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",349,14
25/04/2020,utla,N09000003,Belfast,996,20
25/04/2020,utla,W06000005,Flintshire,219,1
25/04/2020,utla,E08000029,Solihull,592,11
25/04/2020,utla,E06000027,Torbay,214,21
25/04/2020,utla,E08000021,Newcastle upon Tyne,960,14
25/04/2020,utla,E08000009,Trafford,643,11
25/04/2020,utla,N09000010,"Newry, Mourne and Down",178,3
25/04/2020,utla,E08000007,Stockport,949,25
25/04/2020,utla,S12000023,Orkney Islands,7,0
25/04/2020,utla,E06000006,Halton,363,6
25/04/2020,utla,E08000002,Bury,620,10
25/04/2020,utla,S12000040,West Lothian,271,7
25/04/2020,utla,E09000005,Brent,1379,14
25/04/2020,utla,E08000018,Rotherham,735,25
25/04/2020,utla,E06000037,West Berkshire,309,9
25/04/2020,utla,S12000047,Fife,688,9
25/04/2020,utla,E09000006,Bromley,1109,21
25/04/2020,utla,E06000020,Telford and Wrekin,255,11
25/04/2020,utla,E06000040,Windsor and Maidenhead,253,5
25/04/2020,utla,S12000034,Aberdeenshire,315,4
25/04/2020,utla,E08000036,Wakefield,623,20
25/04/2020,utla,S12000036,City of Edinburgh,1089,13
25/04/2020,utla,S12000020,Moray,35,1
25/04/2020,utla,E09000026,Redbridge,748,10
25/04/2020,utla,E08000034,Kirklees,669,21
25/04/2020,utla,E10000028,Staffordshire,1830,50
25/04/2020,utla,W06000010,Carmarthenshire,456,5
25/04/2020,utla,W06000012,Neath Port Talbot,484,13
25/04/2020,utla,E09000013,Hammersmith and Fulham,616,3
25/04/2020,utla,S12000005,Clackmannanshire,110,5
25/04/2020,utla,E09000010,Enfield,914,27
25/04/2020,utla,E08000016,Barnsley,665,25
25/04/2020,utla,E06000025,South Gloucestershire,408,20
25/04/2020,utla,S12000029,South Lanarkshire,684,18
25/04/2020,utla,W06000004,Denbighshire,240,3
25/04/2020,utla,E06000055,Bedford,459,5
25/04/2020,utla,S12000010,East Lothian,189,0
25/04/2020,utla,S12000033,Aberdeen City,421,18
25/04/2020,utla,S12000030,Stirling,164,5
25/04/2020,utla,S12000021,North Ayrshire,224,1
25/04/2020,utla,S12000013,Na h-Eileanan Siar,6,0
25/04/2020,utla,E09000029,Sutton,748,9
25/04/2020,utla,W06000019,Blaenau Gwent,269,6
25/04/2020,utla,E10000019,Lincolnshire,882,25
25/04/2020,utla,E08000022,North Tyneside,542,8
25/04/2020,utla,W06000014,Vale of Glamorgan,501,7
25/04/2020,utla,E09000017,Hillingdon,795,11
25/04/2020,utla,E08000015,Wirral,1065,20
25/04/2020,utla,E06000030,Swindon,368,10
25/04/2020,utla,E09000020,Kensington and Chelsea,471,5
25/04/2020,utla,E06000013,North Lincolnshire,320,7
25/04/2020,utla,W06000008,Ceredigion,35,0
25/04/2020,utla,E06000007,Warrington,720,18
25/04/2020,utla,S12000048,Perth and Kinross,265,1
25/04/2020,utla,E09000015,Harrow,951,19
25/04/2020,utla,W06000016,Rhondda Cynon Taf,1054,14
25/04/2020,utla,S12000027,Shetland Islands,54,0
25/04/2020,utla,E06000057,Northumberland,928,20
25/04/2020,utla,S12000011,East Renfrewshire,174,4
25/04/2020,utla,E08000004,Oldham,787,13
25/04/2020,utla,E09000030,Tower Hamlets,649,12
25/04/2020,utla,E08000010,Wigan,1053,43
25/04/2020,utla,E06000021,Stoke-on-Trent,448,20
25/04/2020,utla,E06000038,Reading,475,12
25/04/2020,utla,E08000033,Calderdale,280,7
25/04/2020,utla,E06000010,"Kingston upon Hull, City of",435,28
25/04/2020,utla,W06000015,Cardiff,1641,27
25/04/2020,utla,E10000007,Derbyshire,1432,89
25/04/2020,utla,E06000047,County Durham,1530,65
25/04/2020,utla,E10000025,Oxfordshire,1582,34
25/04/2020,utla,E06000009,Blackpool,425,14
25/04/2020,utla,E09000009,Ealing,1105,16
25/04/2020,utla,E08000011,Knowsley,569,17
25/04/2020,utla,E10000024,Nottinghamshire,1350,34
25/04/2020,utla,E06000035,Medway,614,9
25/04/2020,utla,E08000027,Dudley,786,30
25/04/2020,utla,S12000049,Glasgow City,1417,30
25/04/2020,utla,E10000015,Hertfordshire,2481,52
25/04/2020,utla,E08000023,South Tyneside,539,16
25/04/2020,utla,E06000059,Dorset,324,9
25/04/2020,utla,E10000002,Buckinghamshire,868,22
25/04/2020,utla,E10000006,Cumbria,1795,39
25/04/2020,utla,E06000034,Thurrock,300,4
25/04/2020,utla,E08000017,Doncaster,583,26
25/04/2020,utla,E06000008,Blackburn with Darwen,339,7
25/04/2020,utla,E10000018,Leicestershire,1028,31
25/04/2020,utla,E08000037,Gateshead,850,11
25/04/2020,utla,E10000011,East Sussex,655,33
25/04/2020,utla,E09000031,Waltham Forest,787,9
25/04/2020,utla,E06000015,Derby,539,15
25/04/2020,utla,E06000042,Milton Keynes,500,8
25/04/2020,utla,E09000033,Westminster,612,4
25/04/2020,utla,E06000024,North Somerset,255,12
25/04/2020,utla,E06000033,Southend-on-Sea,310,10
25/04/2020,utla,E08000003,Manchester,1308,35
25/04/2020,utla,E06000043,Brighton and Hove,412,11
25/04/2020,utla,E10000012,Essex,2910,127
25/04/2020,utla,E09000027,Richmond upon Thames,395,4
25/04/2020,utla,S12000041,Angus,310,1
25/04/2020,utla,E08000012,Liverpool,1508,43
25/04/2020,utla,S12000019,Midlothian,299,2
25/04/2020,utla,E10000029,Suffolk,1242,58
25/04/2020,utla,E09000008,Croydon,1441,15
25/04/2020,utla,E09000016,Havering,697,11
25/04/2020,utla,E09000012,Hackney and City of London,644,1
25/04/2020,utla,E09000011,Greenwich,698,10
25/04/2020,utla,E10000020,Norfolk,1431,43
25/04/2020,utla,E08000030,Walsall,960,29
25/04/2020,utla,E10000027,Somerset,479,14
25/04/2020,utla,E06000017,Rutland,24,1
25/04/2020,utla,E06000002,Middlesbrough,533,14
25/04/2020,utla,E08000031,Wolverhampton,811,24
25/04/2020,utla,E06000016,Leicester,675,21
25/04/2020,utla,E08000005,Rochdale,615,11
25/04/2020,utla,E06000049,Cheshire East,921,39
25/04/2020,utla,E10000016,Kent,3485,98
25/04/2020,utla,E06000032,Luton,633,21
25/04/2020,utla,E09000024,Merton,701,11
25/04/2020,utla,E08000001,Bolton,878,16
25/04/2020,utla,E10000032,West Sussex,1340,49
25/04/2020,utla,E08000013,St. Helens,786,24
25/04/2020,utla,E10000021,Northamptonshire,1091,22
25/04/2020,utla,E10000014,Hampshire,3000,105
25/04/2020,utla,E10000023,North Yorkshire,993,31
25/04/2020,utla,E09000022,Lambeth,1159,8
25/04/2020,utla,E06000036,Bracknell Forest,222,2
25/04/2020,utla,E09000002,Barking and Dagenham,512,7
25/04/2020,utla,E06000003,Redcar and Cleveland,327,7
25/04/2020,utla,E06000045,Southampton,468,8
25/04/2020,utla,E06000012,North East Lincolnshire,131,2
25/04/2020,utla,E06000056,Central Bedfordshire,552,25
25/04/2020,utla,E09000025,Newham,994,14
25/04/2020,utla,E06000041,Wokingham,382,10
25/04/2020,utla,E06000050,Cheshire West and Chester,805,24
25/04/2020,utla,E10000003,Cambridgeshire,804,24
25/04/2020,utla,E08000025,Birmingham,2970,65
25/04/2020,utla,E06000023,"Bristol, City of",644,12
25/04/2020,utla,E09000014,Haringey,584,9
25/04/2020,utla,E09000003,Barnet,1241,11
25/04/2020,utla,E06000052,Cornwall and Isles of Scilly,517,17
25/04/2020,utla,E09000032,Wandsworth,949,7
25/04/2020,utla,E09000007,Camden,581,7
25/04/2020,utla,E10000008,Devon,725,13
25/04/2020,utla,E08000026,Coventry,714,17
25/04/2020,utla,E06000011,East Riding of Yorkshire,569,38
25/04/2020,utla,E09000018,Hounslow,725,21
25/04/2020,utla,E09000021,Kingston upon Thames,511,5
25/04/2020,utla,E10000031,Warwickshire,1240,46
25/04/2020,utla,E06000001,Hartlepool,246,14
25/04/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",413,5
25/04/2020,utla,E06000018,Nottingham,617,8
25/04/2020,utla,E06000054,Wiltshire,483,16
25/04/2020,utla,E09000004,Bexley,715,15
25/04/2020,utla,E09000023,Lewisham,976,13
25/04/2020,utla,E10000034,Worcestershire,1423,38
25/04/2020,utla,E08000035,Leeds,1637,44
25/04/2020,utla,E06000004,Stockton-on-Tees,387,9
25/04/2020,utla,E06000039,Slough,394,11
25/04/2020,utla,E08000024,Sunderland,1210,27
25/04/2020,utla,E06000019,"Herefordshire, County of",280,4
25/04/2020,utla,E10000017,Lancashire,3039,80
25/04/2020,utla,E08000006,Salford,785,18
25/04/2020,utla,E09000028,Southwark,1212,3
24/04/2020,utla,N09000001,Antrim and Newtownabbey,247,6
24/04/2020,utla,N09000006,Fermanagh and Omagh,67,0
24/04/2020,utla,N09000008,Mid and East Antrim,179,7
24/04/2020,utla,W06000011,Swansea,1004,34
24/04/2020,utla,N09000007,Lisburn and Castlereagh,309,2
24/04/2020,utla,S12000014,Falkirk,425,5
24/04/2020,utla,N09000011,Ards and North Down,196,3
24/04/2020,utla,S12000035,Argyll and Bute,106,4
24/04/2020,utla,E08000019,Sheffield,2060,60
24/04/2020,utla,W06000022,Newport,670,7
24/04/2020,utla,W06000001,Isle of Anglesey,75,4
24/04/2020,utla,W06000009,Pembrokeshire,198,3
24/04/2020,utla,W06000021,Monmouthshire,231,2
24/04/2020,utla,E10000013,Gloucestershire,1177,41
24/04/2020,utla,W06000023,Powys,163,3
24/04/2020,utla,E06000022,Bath and North East Somerset,218,8
24/04/2020,utla,N09000005,Derry City and Strabane,145,7
24/04/2020,utla,S12000006,Dumfries and Galloway,253,5
24/04/2020,utla,E08000028,Sandwell,922,38
24/04/2020,utla,E08000032,Bradford,929,62
24/04/2020,utla,E09000019,Islington,429,4
24/04/2020,utla,E08000014,Sefton,877,22
24/04/2020,utla,W06000018,Caerphilly,571,7
24/04/2020,utla,S12000017,Highland,127,1
24/04/2020,utla,E10000030,Surrey,2899,95
24/04/2020,utla,S12000050,North Lanarkshire,723,15
24/04/2020,utla,W06000006,Wrexham,233,10
24/04/2020,utla,W06000013,Bridgend,373,1
24/04/2020,utla,W06000024,Merthyr Tydfil,235,3
24/04/2020,utla,E06000044,Portsmouth,309,12
24/04/2020,utla,W06000003,Conwy,203,9
24/04/2020,utla,E08000009,Trafford,632,17
24/04/2020,utla,S12000018,Inverclyde,278,7
24/04/2020,utla,S12000028,South Ayrshire,235,3
24/04/2020,utla,N09000004,Causeway Coast and Glens,142,5
24/04/2020,utla,W06000002,Gwynedd,209,8
24/04/2020,utla,S12000042,Dundee City,689,18
24/04/2020,utla,S12000008,East Ayrshire,251,2
24/04/2020,utla,E06000051,Shropshire,456,20
24/04/2020,utla,S12000038,Renfrewshire,327,11
24/04/2020,utla,S12000026,Scottish Borders,259,2
24/04/2020,utla,W06000020,Torfaen,295,6
24/04/2020,utla,E06000014,York,294,22
24/04/2020,utla,E08000008,Tameside,513,19
24/04/2020,utla,S12000039,West Dunbartonshire,211,8
24/04/2020,utla,E06000031,Peterborough,244,7
24/04/2020,utla,S12000045,East Dunbartonshire,222,5
24/04/2020,utla,E06000005,Darlington,277,12
24/04/2020,utla,E06000046,Isle of Wight,121,25
24/04/2020,utla,N09000009,Mid Ulster,131,6
24/04/2020,utla,E06000026,Plymouth,333,5
24/04/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",335,11
24/04/2020,utla,N09000003,Belfast,976,30
24/04/2020,utla,W06000005,Flintshire,218,5
24/04/2020,utla,E08000029,Solihull,581,7
24/04/2020,utla,E08000021,Newcastle upon Tyne,946,32
24/04/2020,utla,E06000027,Torbay,193,1
24/04/2020,utla,N09000010,"Newry, Mourne and Down",175,3
24/04/2020,utla,E08000007,Stockport,924,29
24/04/2020,utla,S12000023,Orkney Islands,7,0
24/04/2020,utla,E08000002,Bury,610,27
24/04/2020,utla,E06000006,Halton,357,14
24/04/2020,utla,S12000040,West Lothian,264,7
24/04/2020,utla,E08000018,Rotherham,710,37
24/04/2020,utla,E09000005,Brent,1365,16
24/04/2020,utla,E06000037,West Berkshire,300,3
24/04/2020,utla,S12000047,Fife,679,21
24/04/2020,utla,E09000006,Bromley,1088,23
24/04/2020,utla,E06000020,Telford and Wrekin,244,4
24/04/2020,utla,S12000034,Aberdeenshire,311,22
24/04/2020,utla,E06000040,Windsor and Maidenhead,248,6
24/04/2020,utla,E08000036,Wakefield,603,27
24/04/2020,utla,S12000036,City of Edinburgh,1076,37
24/04/2020,utla,S12000020,Moray,34,1
24/04/2020,utla,E09000026,Redbridge,738,5
24/04/2020,utla,E08000034,Kirklees,648,36
24/04/2020,utla,E10000028,Staffordshire,1780,69
24/04/2020,utla,W06000012,Neath Port Talbot,471,13
24/04/2020,utla,W06000010,Carmarthenshire,451,7
24/04/2020,utla,S12000005,Clackmannanshire,105,2
24/04/2020,utla,E09000013,Hammersmith and Fulham,613,10
24/04/2020,utla,E09000010,Enfield,887,26
24/04/2020,utla,E08000016,Barnsley,640,15
24/04/2020,utla,E06000025,South Gloucestershire,388,24
24/04/2020,utla,S12000029,South Lanarkshire,666,14
24/04/2020,utla,W06000004,Denbighshire,237,7
24/04/2020,utla,E06000055,Bedford,454,14
24/04/2020,utla,S12000010,East Lothian,189,1
24/04/2020,utla,S12000033,Aberdeen City,403,29
24/04/2020,utla,S12000030,Stirling,159,1
24/04/2020,utla,S12000021,North Ayrshire,223,8
24/04/2020,utla,S12000013,Na h-Eileanan Siar,6,0
24/04/2020,utla,E09000029,Sutton,739,11
24/04/2020,utla,W06000019,Blaenau Gwent,263,5
24/04/2020,utla,E10000019,Lincolnshire,857,35
24/04/2020,utla,E08000022,North Tyneside,534,20
24/04/2020,utla,W06000014,Vale of Glamorgan,494,14
24/04/2020,utla,E09000017,Hillingdon,784,13
24/04/2020,utla,E08000015,Wirral,1045,26
24/04/2020,utla,E06000030,Swindon,358,9
24/04/2020,utla,E09000020,Kensington and Chelsea,466,0
24/04/2020,utla,E06000013,North Lincolnshire,313,22
24/04/2020,utla,W06000008,Ceredigion,35,0
24/04/2020,utla,E06000007,Warrington,702,25
24/04/2020,utla,S12000048,Perth and Kinross,264,3
24/04/2020,utla,E09000015,Harrow,932,15
24/04/2020,utla,W06000016,Rhondda Cynon Taf,1040,34
24/04/2020,utla,S12000027,Shetland Islands,54,0
24/04/2020,utla,E06000057,Northumberland,908,46
24/04/2020,utla,S12000011,East Renfrewshire,170,6
24/04/2020,utla,E08000004,Oldham,774,15
24/04/2020,utla,E09000030,Tower Hamlets,637,3
24/04/2020,utla,E08000010,Wigan,1010,68
24/04/2020,utla,E06000021,Stoke-on-Trent,428,25
24/04/2020,utla,E06000038,Reading,463,13
24/04/2020,utla,E08000033,Calderdale,273,9
24/04/2020,utla,E06000010,"Kingston upon Hull, City of",407,38
24/04/2020,utla,W06000015,Cardiff,1614,25
24/04/2020,utla,E10000007,Derbyshire,1343,63
24/04/2020,utla,E06000047,County Durham,1465,71
24/04/2020,utla,E10000025,Oxfordshire,1548,63
24/04/2020,utla,E06000009,Blackpool,411,21
24/04/2020,utla,E09000009,Ealing,1089,22
24/04/2020,utla,E08000011,Knowsley,552,18
24/04/2020,utla,E10000024,Nottinghamshire,1316,47
24/04/2020,utla,E06000035,Medway,605,16
24/04/2020,utla,E08000027,Dudley,756,28
24/04/2020,utla,S12000049,Glasgow City,1387,46
24/04/2020,utla,E10000015,Hertfordshire,2429,61
24/04/2020,utla,E08000023,South Tyneside,523,32
24/04/2020,utla,E06000059,Dorset,315,6
24/04/2020,utla,E10000002,Buckinghamshire,846,35
24/04/2020,utla,E10000006,Cumbria,1756,46
24/04/2020,utla,E06000034,Thurrock,296,5
24/04/2020,utla,E08000017,Doncaster,557,53
24/04/2020,utla,E06000008,Blackburn with Darwen,332,12
24/04/2020,utla,E10000018,Leicestershire,997,31
24/04/2020,utla,E08000037,Gateshead,839,29
24/04/2020,utla,E10000011,East Sussex,622,31
24/04/2020,utla,E09000031,Waltham Forest,778,15
24/04/2020,utla,E06000015,Derby,524,18
24/04/2020,utla,E06000042,Milton Keynes,492,16
24/04/2020,utla,E09000033,Westminster,608,7
24/04/2020,utla,E06000024,North Somerset,243,17
24/04/2020,utla,E06000033,Southend-on-Sea,300,6
24/04/2020,utla,E08000003,Manchester,1273,53
24/04/2020,utla,E06000043,Brighton and Hove,401,7
24/04/2020,utla,E10000012,Essex,2783,136
24/04/2020,utla,E09000027,Richmond upon Thames,391,5
24/04/2020,utla,S12000041,Angus,309,14
24/04/2020,utla,E08000012,Liverpool,1465,38
24/04/2020,utla,S12000019,Midlothian,297,7
24/04/2020,utla,E10000029,Suffolk,1184,81
24/04/2020,utla,E09000008,Croydon,1426,24
24/04/2020,utla,E09000016,Havering,686,11
24/04/2020,utla,E09000012,Hackney and City of London,643,5
24/04/2020,utla,E09000011,Greenwich,688,14
24/04/2020,utla,E10000020,Norfolk,1388,53
24/04/2020,utla,E08000030,Walsall,931,50
24/04/2020,utla,E10000027,Somerset,465,20
24/04/2020,utla,E06000017,Rutland,23,1
24/04/2020,utla,E06000002,Middlesbrough,519,13
24/04/2020,utla,E08000031,Wolverhampton,787,38
24/04/2020,utla,E06000016,Leicester,654,36
24/04/2020,utla,E08000005,Rochdale,604,18
24/04/2020,utla,E06000049,Cheshire East,882,36
24/04/2020,utla,E10000016,Kent,3387,128
24/04/2020,utla,E06000032,Luton,612,17
24/04/2020,utla,E09000024,Merton,690,14
24/04/2020,utla,E08000001,Bolton,862,32
24/04/2020,utla,E10000032,West Sussex,1291,60
24/04/2020,utla,E08000013,St. Helens,762,39
24/04/2020,utla,E10000021,Northamptonshire,1069,34
24/04/2020,utla,E10000023,North Yorkshire,962,63
24/04/2020,utla,E10000014,Hampshire,2895,111
24/04/2020,utla,E09000022,Lambeth,1151,12
24/04/2020,utla,E06000036,Bracknell Forest,220,5
24/04/2020,utla,E09000002,Barking and Dagenham,505,3
24/04/2020,utla,E06000045,Southampton,460,11
24/04/2020,utla,E06000003,Redcar and Cleveland,320,18
24/04/2020,utla,E06000012,North East Lincolnshire,129,4
24/04/2020,utla,E06000056,Central Bedfordshire,527,16
24/04/2020,utla,E09000025,Newham,980,11
24/04/2020,utla,E06000041,Wokingham,372,8
24/04/2020,utla,E06000050,Cheshire West and Chester,781,24
24/04/2020,utla,E10000003,Cambridgeshire,780,26
24/04/2020,utla,E08000025,Birmingham,2905,73
24/04/2020,utla,E06000023,"Bristol, City of",632,39
24/04/2020,utla,E09000014,Haringey,575,9
24/04/2020,utla,E09000003,Barnet,1230,17
24/04/2020,utla,E06000052,Cornwall and Isles of Scilly,500,17
24/04/2020,utla,E09000032,Wandsworth,942,12
24/04/2020,utla,E09000007,Camden,574,4
24/04/2020,utla,E10000008,Devon,712,19
24/04/2020,utla,E08000026,Coventry,697,19
24/04/2020,utla,E06000011,East Riding of Yorkshire,531,42
24/04/2020,utla,E09000018,Hounslow,704,18
24/04/2020,utla,E09000021,Kingston upon Thames,506,7
24/04/2020,utla,E10000031,Warwickshire,1194,48
24/04/2020,utla,E06000001,Hartlepool,232,13
24/04/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",408,9
24/04/2020,utla,E06000018,Nottingham,609,33
24/04/2020,utla,E06000054,Wiltshire,467,35
24/04/2020,utla,E09000004,Bexley,700,18
24/04/2020,utla,E09000023,Lewisham,963,11
24/04/2020,utla,E10000034,Worcestershire,1385,32
24/04/2020,utla,E08000035,Leeds,1593,101
24/04/2020,utla,E06000004,Stockton-on-Tees,378,15
24/04/2020,utla,E06000039,Slough,383,12
24/04/2020,utla,E08000024,Sunderland,1183,31
24/04/2020,utla,E06000019,"Herefordshire, County of",276,31
24/04/2020,utla,E10000017,Lancashire,2959,131
